pair_id,label,ground_truth,frgp,which_hand,subject1,subject2,img1_path,img2_path,s1_age,s1_gender,s1_race,s2_age,s2_gender,s2_race
I_00002330_00002351_frgp14,impostor,B,14,left,00002330,00002351,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002351_R_500_slap_14.png,36,male,asian,32,male,african american
G_2360_frgp14,genuine,A,14,left,00002360,00002360,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002360_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002360_R_1000_slap_14.png,18,male,white,18,male,white
G_2368_frgp13,genuine,A,13,right,00002368,00002368,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002368_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002368_R_1000_slap_13.png,29,female,asian,29,female,asian
G_2413_frgp13,genuine,A,13,right,00002413,00002413,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002413_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002413_R_1000_slap_13.png,37,female,white,37,female,white
I_00002330_00002359_frgp14,impostor,B,14,left,00002330,00002359,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002359_R_500_slap_14.png,36,male,asian,56,male,white
G_2408_frgp13,genuine,A,13,right,00002408,00002408,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002408_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002408_R_1000_slap_13.png,59,female,white,59,female,white
G_2321_frgp13,genuine,A,13,right,00002321,00002321,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002321_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002321_R_1000_slap_13.png,44,female,white,44,female,white
I_00002304_00002359_frgp13,impostor,B,13,right,00002304,00002359,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002359_R_500_slap_13.png,37,male,white,56,male,white
G_2330_frgp13,genuine,A,13,right,00002330,00002330,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002330_R_1000_slap_13.png,36,male,asian,36,male,asian
G_2326_frgp14,genuine,A,14,left,00002326,00002326,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002326_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002326_R_1000_slap_14.png,56,male,white,56,male,white
I_00002330_00002402_frgp14,impostor,B,14,left,00002330,00002402,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002402_R_500_slap_14.png,36,male,asian,44,female,african american
I_00002304_00002342_frgp13,impostor,B,13,right,00002304,00002342,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002342_R_500_slap_13.png,37,male,white,47,female,white
G_2362_frgp13,genuine,A,13,right,00002362,00002362,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002362_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002362_R_1000_slap_13.png,40,female,white,40,female,white
G_2408_frgp14,genuine,A,14,left,00002408,00002408,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002408_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002408_R_1000_slap_14.png,59,female,white,59,female,white
I_00002330_00002391_frgp14,impostor,B,14,left,00002330,00002391,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002391_R_500_slap_14.png,36,male,asian,48,male,asian
G_2386_frgp14,genuine,A,14,left,00002386,00002386,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002386_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002386_R_1000_slap_14.png,59,female,white,59,female,white
G_2426_frgp14,genuine,A,14,left,00002426,00002426,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002426_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002426_R_1000_slap_14.png,49,male,white,49,male,white
G_2328_frgp14,genuine,A,14,left,00002328,00002328,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002328_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002328_R_1000_slap_14.png,35,female,no answer,35,female,no answer
I_00002330_00002369_frgp14,impostor,B,14,left,00002330,00002369,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002369_R_500_slap_14.png,36,male,asian,36,female,white
I_00002330_00002398_frgp14,impostor,B,14,left,00002330,00002398,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002398_R_500_slap_14.png,36,male,asian,40,female,african american
G_2396_frgp14,genuine,A,14,left,00002396,00002396,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002396_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002396_R_1000_slap_14.png,56,female,white,56,female,white
G_2423_frgp13,genuine,A,13,right,00002423,00002423,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002423_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002423_R_1000_slap_13.png,33,female,african american,33,female,african american
I_00002330_00002325_frgp14,impostor,B,14,left,00002330,00002325,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002325_R_500_slap_14.png,36,male,asian,52,female,white
I_00002330_00002367_frgp14,impostor,B,14,left,00002330,00002367,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002367_R_500_slap_14.png,36,male,asian,30,female,white
I_00002304_00002395_frgp13,impostor,B,13,right,00002304,00002395,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002395_R_500_slap_13.png,37,male,white,35,female,white
I_00002330_00002315_frgp14,impostor,B,14,left,00002330,00002315,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002315_R_500_slap_14.png,36,male,asian,57,female,white
I_00002330_00002380_frgp14,impostor,B,14,left,00002330,00002380,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002380_R_500_slap_14.png,36,male,asian,48,male,white
G_2399_frgp13,genuine,A,13,right,00002399,00002399,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002399_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002399_R_1000_slap_13.png,49,female,white,49,female,white
I_00002330_00002358_frgp14,impostor,B,14,left,00002330,00002358,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002358_R_500_slap_14.png,36,male,asian,58,female,white
I_00002304_00002344_frgp13,impostor,B,13,right,00002304,00002344,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002344_R_500_slap_13.png,37,male,white,47,male,african american
G_2455_frgp13,genuine,A,13,right,00002455,00002455,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002455_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002455_R_1000_slap_13.png,60,female,african american,60,female,african american
I_00002304_00002358_frgp13,impostor,B,13,right,00002304,00002358,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002358_R_500_slap_13.png,37,male,white,58,female,white
I_00002330_00002372_frgp14,impostor,B,14,left,00002330,00002372,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002372_R_500_slap_14.png,36,male,asian,52,male,african american
G_2320_frgp13,genuine,A,13,right,00002320,00002320,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002320_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002320_R_1000_slap_13.png,54,female,white,54,female,white
I_00002330_00002304_frgp14,impostor,B,14,left,00002330,00002304,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_14.png,36,male,asian,37,male,white
G_2409_frgp14,genuine,A,14,left,00002409,00002409,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002409_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002409_R_1000_slap_14.png,47,male,white,47,male,white
I_00002304_00002332_frgp13,impostor,B,13,right,00002304,00002332,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002332_R_500_slap_13.png,37,male,white,53,female,white
G_2314_frgp13,genuine,A,13,right,00002314,00002314,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002314_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002314_R_1000_slap_13.png,25,female,african american,25,female,african american
G_2374_frgp14,genuine,A,14,left,00002374,00002374,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002374_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002374_R_1000_slap_14.png,37,male,white,37,male,white
G_2349_frgp13,genuine,A,13,right,00002349,00002349,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002349_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002349_R_1000_slap_13.png,65,male,white,65,male,white
G_2352_frgp14,genuine,A,14,left,00002352,00002352,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002352_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002352_R_1000_slap_14.png,38,male,white,38,male,white
G_2425_frgp14,genuine,A,14,left,00002425,00002425,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002425_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002425_R_1000_slap_14.png,32,female,white,32,female,white
I_00002330_00002374_frgp14,impostor,B,14,left,00002330,00002374,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002374_R_500_slap_14.png,36,male,asian,37,male,white
G_2455_frgp14,genuine,A,14,left,00002455,00002455,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002455_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002455_R_1000_slap_14.png,60,female,african american,60,female,african american
G_2321_frgp14,genuine,A,14,left,00002321,00002321,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002321_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002321_R_1000_slap_14.png,44,female,white,44,female,white
G_2424_frgp14,genuine,A,14,left,00002424,00002424,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002424_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002424_R_1000_slap_14.png,37,female,white,37,female,white
G_2447_frgp14,genuine,A,14,left,00002447,00002447,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002447_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002447_R_1000_slap_14.png,53,female,african american,53,female,african american
G_2303_frgp13,genuine,A,13,right,00002303,00002303,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002303_R_1000_slap_13.png,28,female,other,28,female,other
G_2319_frgp14,genuine,A,14,left,00002319,00002319,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002319_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002319_R_1000_slap_14.png,24,female,white,24,female,white
I_00002304_00002380_frgp13,impostor,B,13,right,00002304,00002380,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002380_R_500_slap_13.png,37,male,white,48,male,white
I_00002304_00002399_frgp13,impostor,B,13,right,00002304,00002399,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002399_R_500_slap_13.png,37,male,white,49,female,white
G_2388_frgp14,genuine,A,14,left,00002388,00002388,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002388_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002388_R_1000_slap_14.png,29,female,white,29,female,white
G_2481_frgp13,genuine,A,13,right,00002481,00002481,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002481_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002481_R_1000_slap_13.png,34,male,white,34,male,white
I_00002304_00002388_frgp13,impostor,B,13,right,00002304,00002388,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002388_R_500_slap_13.png,37,male,white,29,female,white
G_2310_frgp14,genuine,A,14,left,00002310,00002310,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002310_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002310_R_1000_slap_14.png,44,female,white,44,female,white
I_00002330_00002386_frgp14,impostor,B,14,left,00002330,00002386,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002386_R_500_slap_14.png,36,male,asian,59,female,white
I_00002304_00002372_frgp13,impostor,B,13,right,00002304,00002372,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002372_R_500_slap_13.png,37,male,white,52,male,african american
I_00002304_00002314_frgp13,impostor,B,13,right,00002304,00002314,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002314_R_500_slap_13.png,37,male,white,25,female,african american
G_2355_frgp14,genuine,A,14,left,00002355,00002355,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002355_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002355_R_1000_slap_14.png,28,female,white,28,female,white
I_00002304_00002303_frgp13,impostor,B,13,right,00002304,00002303,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,37,male,white,28,female,other
I_00002330_00002407_frgp14,impostor,B,14,left,00002330,00002407,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002407_R_500_slap_14.png,36,male,asian,31,male,white
G_2358_frgp14,genuine,A,14,left,00002358,00002358,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002358_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002358_R_1000_slap_14.png,58,female,white,58,female,white
I_00002304_00002402_frgp13,impostor,B,13,right,00002304,00002402,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002402_R_500_slap_13.png,37,male,white,44,female,african american
G_2351_frgp14,genuine,A,14,left,00002351,00002351,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002351_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002351_R_1000_slap_14.png,32,male,african american,32,male,african american
I_00002330_00002327_frgp14,impostor,B,14,left,00002330,00002327,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002327_R_500_slap_14.png,36,male,asian,45,female,white
I_00002304_00002440_frgp13,impostor,B,13,right,00002304,00002440,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002440_R_500_slap_13.png,37,male,white,55,male,african american
G_2374_frgp13,genuine,A,13,right,00002374,00002374,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002374_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002374_R_1000_slap_13.png,37,male,white,37,male,white
G_2306_frgp14,genuine,A,14,left,00002306,00002306,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002306_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002306_R_1000_slap_14.png,59,male,white,59,male,white
G_2372_frgp13,genuine,A,13,right,00002372,00002372,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002372_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002372_R_1000_slap_13.png,52,male,african american,52,male,african american
G_2407_frgp13,genuine,A,13,right,00002407,00002407,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002407_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002407_R_1000_slap_13.png,31,male,white,31,male,white
I_00002330_00002401_frgp14,impostor,B,14,left,00002330,00002401,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002401_R_500_slap_14.png,36,male,asian,45,female,white
I_00002330_00002463_frgp14,impostor,B,14,left,00002330,00002463,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002463_R_500_slap_14.png,36,male,asian,52,female,asian
G_2348_frgp14,genuine,A,14,left,00002348,00002348,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002348_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002348_R_1000_slap_14.png,47,male,white,47,male,white
G_2319_frgp13,genuine,A,13,right,00002319,00002319,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002319_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002319_R_1000_slap_13.png,24,female,white,24,female,white
G_2315_frgp13,genuine,A,13,right,00002315,00002315,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002315_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002315_R_1000_slap_13.png,57,female,white,57,female,white
G_2307_frgp13,genuine,A,13,right,00002307,00002307,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002307_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002307_R_1000_slap_13.png,45,female,african american,45,female,african american
I_00002304_00002330_frgp13,impostor,B,13,right,00002304,00002330,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_13.png,37,male,white,36,male,asian
I_00002304_00002423_frgp13,impostor,B,13,right,00002304,00002423,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002423_R_500_slap_13.png,37,male,white,33,female,african american
G_2344_frgp13,genuine,A,13,right,00002344,00002344,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002344_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002344_R_1000_slap_13.png,47,male,african american,47,male,african american
I_00002330_00002342_frgp14,impostor,B,14,left,00002330,00002342,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002342_R_500_slap_14.png,36,male,asian,47,female,white
G_2306_frgp13,genuine,A,13,right,00002306,00002306,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002306_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002306_R_1000_slap_13.png,59,male,white,59,male,white
I_00002330_00002320_frgp14,impostor,B,14,left,00002330,00002320,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002320_R_500_slap_14.png,36,male,asian,54,female,white
