pair_id,label,frgp,which_hand,subject1,subject2,ground_truth
I_00002326_00002391_frgp14,impostor,14,left,2326,2391,B
I_00002384_00002399_frgp14,impostor,14,left,2384,2399,B
I_00002369_00002373_frgp13,impostor,13,right,2369,2373,B
I_00002373_00002386_frgp14,impostor,14,left,2373,2386,B
G_2360_frgp14,genuine,14,left,2360,2360,A
I_00002337_00002367_frgp13,impostor,13,right,2337,2367,B
I_00002320_00002374_frgp14,impostor,14,left,2320,2374,B
I_00002371_00002381_frgp14,impostor,14,left,2371,2381,B
I_00002423_00002426_frgp14,impostor,14,left,2423,2426,B
I_00002357_00002426_frgp13,impostor,13,right,2357,2426,B
I_00002326_00002428_frgp13,impostor,13,right,2326,2428,B
I_00002383_00002407_frgp13,impostor,13,right,2383,2407,B
I_00002342_00002418_frgp13,impostor,13,right,2342,2418,B
I_00002349_00002424_frgp14,impostor,14,left,2349,2424,B
I_00002367_00002380_frgp13,impostor,13,right,2367,2380,B
I_00002307_00002357_frgp13,impostor,13,right,2307,2357,B
I_00002396_00002413_frgp14,impostor,14,left,2396,2413,B
I_00002328_00002398_frgp14,impostor,14,left,2328,2398,B
I_00002351_00002423_frgp13,impostor,13,right,2351,2423,B
I_00002303_00002379_frgp13,impostor,13,right,2303,2379,B
I_00002313_00002396_frgp13,impostor,13,right,2313,2396,B
I_00002328_00002481_frgp13,impostor,13,right,2328,2481,B
I_00002374_00002481_frgp14,impostor,14,left,2374,2481,B
I_00002303_00002399_frgp14,impostor,14,left,2303,2399,B
I_00002370_00002423_frgp14,impostor,14,left,2370,2423,B
I_00002339_00002373_frgp14,impostor,14,left,2339,2373,B
I_00002340_00002398_frgp14,impostor,14,left,2340,2398,B
I_00002306_00002340_frgp13,impostor,13,right,2306,2340,B
I_00002367_00002428_frgp14,impostor,14,left,2367,2428,B
I_00002321_00002384_frgp13,impostor,13,right,2321,2384,B
I_00002325_00002364_frgp14,impostor,14,left,2325,2364,B
I_00002307_00002428_frgp13,impostor,13,right,2307,2428,B
I_00002317_00002320_frgp14,impostor,14,left,2317,2320,B
I_00002369_00002406_frgp14,impostor,14,left,2369,2406,B
I_00002384_00002423_frgp14,impostor,14,left,2384,2423,B
I_00002313_00002463_frgp13,impostor,13,right,2313,2463,B
I_00002330_00002455_frgp14,impostor,14,left,2330,2455,B
I_00002371_00002455_frgp14,impostor,14,left,2371,2455,B
I_00002306_00002383_frgp13,impostor,13,right,2306,2383,B
I_00002368_00002423_frgp13,impostor,13,right,2368,2423,B
I_00002317_00002349_frgp13,impostor,13,right,2317,2349,B
I_00002409_00002424_frgp13,impostor,13,right,2409,2424,B
I_00002321_00002325_frgp14,impostor,14,left,2321,2325,B
I_00002304_00002326_frgp14,impostor,14,left,2304,2326,B
I_00002358_00002373_frgp13,impostor,13,right,2358,2373,B
I_00002348_00002372_frgp13,impostor,13,right,2348,2372,B
I_00002402_00002455_frgp14,impostor,14,left,2402,2455,B
I_00002402_00002440_frgp13,impostor,13,right,2402,2440,B
I_00002306_00002380_frgp13,impostor,13,right,2306,2380,B
I_00002310_00002358_frgp13,impostor,13,right,2310,2358,B
I_00002329_00002332_frgp14,impostor,14,left,2329,2332,B
I_00002339_00002356_frgp14,impostor,14,left,2339,2356,B
G_2319_frgp13,genuine,13,right,2319,2319,A
I_00002312_00002381_frgp14,impostor,14,left,2312,2381,B
I_00002315_00002424_frgp14,impostor,14,left,2315,2424,B
G_2362_frgp14,genuine,14,left,2362,2362,A
I_00002304_00002391_frgp14,impostor,14,left,2304,2391,B
I_00002304_00002373_frgp14,impostor,14,left,2304,2373,B
I_00002319_00002341_frgp14,impostor,14,left,2319,2341,B
I_00002384_00002462_frgp14,impostor,14,left,2384,2462,B
I_00002344_00002381_frgp13,impostor,13,right,2344,2381,B
I_00002314_00002380_frgp13,impostor,13,right,2314,2380,B
I_00002307_00002348_frgp14,impostor,14,left,2307,2348,B
I_00002342_00002358_frgp14,impostor,14,left,2342,2358,B
I_00002348_00002399_frgp13,impostor,13,right,2348,2399,B
I_00002315_00002391_frgp13,impostor,13,right,2315,2391,B
I_00002342_00002380_frgp13,impostor,13,right,2342,2380,B
I_00002352_00002409_frgp14,impostor,14,left,2352,2409,B
I_00002357_00002463_frgp14,impostor,14,left,2357,2463,B
I_00002321_00002352_frgp13,impostor,13,right,2321,2352,B
I_00002349_00002395_frgp14,impostor,14,left,2349,2395,B
I_00002413_00002425_frgp13,impostor,13,right,2413,2425,B
I_00002341_00002394_frgp14,impostor,14,left,2341,2394,B
I_00002349_00002455_frgp14,impostor,14,left,2349,2455,B
I_00002371_00002372_frgp14,impostor,14,left,2371,2372,B
I_00002338_00002380_frgp14,impostor,14,left,2338,2380,B
I_00002307_00002332_frgp14,impostor,14,left,2307,2332,B
I_00002359_00002405_frgp13,impostor,13,right,2359,2405,B
I_00002304_00002314_frgp13,impostor,13,right,2304,2314,B
I_00002329_00002373_frgp13,impostor,13,right,2329,2373,B
I_00002320_00002326_frgp13,impostor,13,right,2320,2326,B
I_00002358_00002407_frgp14,impostor,14,left,2358,2407,B
I_00002359_00002412_frgp14,impostor,14,left,2359,2412,B
I_00002399_00002455_frgp14,impostor,14,left,2399,2455,B
I_00002307_00002403_frgp14,impostor,14,left,2307,2403,B
I_00002407_00002426_frgp13,impostor,13,right,2407,2426,B
I_00002351_00002375_frgp14,impostor,14,left,2351,2375,B
I_00002357_00002424_frgp13,impostor,13,right,2357,2424,B
I_00002399_00002402_frgp14,impostor,14,left,2399,2402,B
I_00002371_00002405_frgp14,impostor,14,left,2371,2405,B
I_00002394_00002407_frgp13,impostor,13,right,2394,2407,B
I_00002409_00002447_frgp14,impostor,14,left,2409,2447,B
I_00002329_00002481_frgp13,impostor,13,right,2329,2481,B
I_00002375_00002463_frgp13,impostor,13,right,2375,2463,B
I_00002357_00002359_frgp13,impostor,13,right,2357,2359,B
I_00002396_00002401_frgp14,impostor,14,left,2396,2401,B
I_00002303_00002337_frgp13,impostor,13,right,2303,2337,B
I_00002321_00002329_frgp14,impostor,14,left,2321,2329,B
I_00002376_00002407_frgp14,impostor,14,left,2376,2407,B
I_00002339_00002370_frgp13,impostor,13,right,2339,2370,B
I_00002303_00002358_frgp13,impostor,13,right,2303,2358,B
I_00002356_00002396_frgp13,impostor,13,right,2356,2396,B
I_00002352_00002364_frgp13,impostor,13,right,2352,2364,B
I_00002341_00002424_frgp13,impostor,13,right,2341,2424,B
I_00002375_00002380_frgp13,impostor,13,right,2375,2380,B
I_00002325_00002402_frgp13,impostor,13,right,2325,2402,B
I_00002319_00002356_frgp14,impostor,14,left,2319,2356,B
G_2407_frgp13,genuine,13,right,2407,2407,A
I_00002304_00002415_frgp14,impostor,14,left,2304,2415,B
I_00002319_00002481_frgp13,impostor,13,right,2319,2481,B
I_00002332_00002403_frgp14,impostor,14,left,2332,2403,B
I_00002312_00002338_frgp13,impostor,13,right,2312,2338,B
I_00002330_00002355_frgp13,impostor,13,right,2330,2355,B
I_00002321_00002402_frgp13,impostor,13,right,2321,2402,B
I_00002303_00002320_frgp14,impostor,14,left,2303,2320,B
I_00002310_00002315_frgp13,impostor,13,right,2310,2315,B
I_00002321_00002374_frgp13,impostor,13,right,2321,2374,B
I_00002409_00002428_frgp14,impostor,14,left,2409,2428,B
I_00002353_00002399_frgp13,impostor,13,right,2353,2399,B
I_00002403_00002447_frgp13,impostor,13,right,2403,2447,B
I_00002334_00002379_frgp14,impostor,14,left,2334,2379,B
I_00002341_00002368_frgp13,impostor,13,right,2341,2368,B
I_00002306_00002376_frgp14,impostor,14,left,2306,2376,B
I_00002304_00002383_frgp13,impostor,13,right,2304,2383,B
I_00002364_00002370_frgp14,impostor,14,left,2364,2370,B
I_00002408_00002425_frgp14,impostor,14,left,2408,2425,B
I_00002401_00002455_frgp13,impostor,13,right,2401,2455,B
I_00002337_00002413_frgp14,impostor,14,left,2337,2413,B
I_00002392_00002408_frgp14,impostor,14,left,2392,2408,B
I_00002303_00002340_frgp13,impostor,13,right,2303,2340,B
I_00002381_00002405_frgp13,impostor,13,right,2381,2405,B
I_00002314_00002368_frgp14,impostor,14,left,2314,2368,B
I_00002328_00002359_frgp13,impostor,13,right,2328,2359,B
I_00002402_00002415_frgp13,impostor,13,right,2402,2415,B
I_00002370_00002415_frgp14,impostor,14,left,2370,2415,B
I_00002310_00002381_frgp13,impostor,13,right,2310,2381,B
I_00002326_00002362_frgp14,impostor,14,left,2326,2362,B
I_00002394_00002405_frgp13,impostor,13,right,2394,2405,B
I_00002338_00002401_frgp14,impostor,14,left,2338,2401,B
I_00002317_00002426_frgp13,impostor,13,right,2317,2426,B
I_00002326_00002375_frgp14,impostor,14,left,2326,2375,B
I_00002348_00002356_frgp13,impostor,13,right,2348,2356,B
I_00002334_00002447_frgp14,impostor,14,left,2334,2447,B
I_00002327_00002402_frgp13,impostor,13,right,2327,2402,B
G_2340_frgp13,genuine,13,right,2340,2340,A
I_00002326_00002328_frgp13,impostor,13,right,2326,2328,B
I_00002409_00002425_frgp13,impostor,13,right,2409,2425,B
I_00002339_00002413_frgp13,impostor,13,right,2339,2413,B
I_00002368_00002440_frgp13,impostor,13,right,2368,2440,B
I_00002407_00002481_frgp13,impostor,13,right,2407,2481,B
I_00002358_00002379_frgp13,impostor,13,right,2358,2379,B
I_00002374_00002402_frgp14,impostor,14,left,2374,2402,B
I_00002339_00002463_frgp13,impostor,13,right,2339,2463,B
I_00002320_00002351_frgp14,impostor,14,left,2320,2351,B
I_00002386_00002391_frgp14,impostor,14,left,2386,2391,B
I_00002369_00002463_frgp13,impostor,13,right,2369,2463,B
I_00002327_00002395_frgp14,impostor,14,left,2327,2395,B
I_00002303_00002364_frgp14,impostor,14,left,2303,2364,B
I_00002306_00002344_frgp14,impostor,14,left,2306,2344,B
I_00002334_00002406_frgp13,impostor,13,right,2334,2406,B
I_00002353_00002415_frgp14,impostor,14,left,2353,2415,B
I_00002341_00002423_frgp14,impostor,14,left,2341,2423,B
I_00002355_00002428_frgp14,impostor,14,left,2355,2428,B
I_00002362_00002391_frgp14,impostor,14,left,2362,2391,B
I_00002359_00002384_frgp13,impostor,13,right,2359,2384,B
I_00002402_00002447_frgp13,impostor,13,right,2402,2447,B
I_00002353_00002428_frgp13,impostor,13,right,2353,2428,B
I_00002340_00002356_frgp13,impostor,13,right,2340,2356,B
I_00002368_00002424_frgp14,impostor,14,left,2368,2424,B
I_00002307_00002398_frgp13,impostor,13,right,2307,2398,B
G_2313_frgp14,genuine,14,left,2313,2313,A
I_00002338_00002413_frgp14,impostor,14,left,2338,2413,B
I_00002330_00002371_frgp13,impostor,13,right,2330,2371,B
I_00002339_00002462_frgp14,impostor,14,left,2339,2462,B
I_00002330_00002353_frgp13,impostor,13,right,2330,2353,B
I_00002320_00002375_frgp13,impostor,13,right,2320,2375,B
I_00002374_00002402_frgp13,impostor,13,right,2374,2402,B
I_00002373_00002405_frgp14,impostor,14,left,2373,2405,B
I_00002376_00002408_frgp13,impostor,13,right,2376,2408,B
I_00002303_00002349_frgp14,impostor,14,left,2303,2349,B
I_00002319_00002447_frgp14,impostor,14,left,2319,2447,B
I_00002362_00002403_frgp13,impostor,13,right,2362,2403,B
I_00002349_00002358_frgp13,impostor,13,right,2349,2358,B
I_00002405_00002425_frgp13,impostor,13,right,2405,2425,B
I_00002367_00002391_frgp14,impostor,14,left,2367,2391,B
I_00002312_00002357_frgp14,impostor,14,left,2312,2357,B
I_00002306_00002321_frgp13,impostor,13,right,2306,2321,B
I_00002321_00002376_frgp14,impostor,14,left,2321,2376,B
I_00002313_00002407_frgp14,impostor,14,left,2313,2407,B
I_00002312_00002412_frgp14,impostor,14,left,2312,2412,B
I_00002352_00002379_frgp14,impostor,14,left,2352,2379,B
I_00002326_00002412_frgp14,impostor,14,left,2326,2412,B
I_00002337_00002344_frgp13,impostor,13,right,2337,2344,B
I_00002329_00002334_frgp13,impostor,13,right,2329,2334,B
I_00002379_00002425_frgp13,impostor,13,right,2379,2425,B
I_00002405_00002408_frgp14,impostor,14,left,2405,2408,B
I_00002352_00002415_frgp13,impostor,13,right,2352,2415,B
I_00002355_00002370_frgp13,impostor,13,right,2355,2370,B
I_00002392_00002413_frgp14,impostor,14,left,2392,2413,B
I_00002355_00002368_frgp13,impostor,13,right,2355,2368,B
I_00002373_00002447_frgp14,impostor,14,left,2373,2447,B
I_00002320_00002376_frgp13,impostor,13,right,2320,2376,B
I_00002383_00002402_frgp13,impostor,13,right,2383,2402,B
I_00002341_00002423_frgp13,impostor,13,right,2341,2423,B
I_00002325_00002349_frgp13,impostor,13,right,2325,2349,B
I_00002376_00002406_frgp13,impostor,13,right,2376,2406,B
I_00002351_00002384_frgp14,impostor,14,left,2351,2384,B
G_2357_frgp13,genuine,13,right,2357,2357,A
I_00002381_00002394_frgp14,impostor,14,left,2381,2394,B
I_00002367_00002388_frgp14,impostor,14,left,2367,2388,B
I_00002359_00002424_frgp14,impostor,14,left,2359,2424,B
I_00002315_00002358_frgp13,impostor,13,right,2315,2358,B
I_00002367_00002455_frgp13,impostor,13,right,2367,2455,B
I_00002327_00002342_frgp13,impostor,13,right,2327,2342,B
I_00002359_00002396_frgp13,impostor,13,right,2359,2396,B
I_00002359_00002379_frgp13,impostor,13,right,2359,2379,B
I_00002364_00002381_frgp14,impostor,14,left,2364,2381,B
I_00002326_00002395_frgp14,impostor,14,left,2326,2395,B
I_00002304_00002412_frgp13,impostor,13,right,2304,2412,B
I_00002317_00002348_frgp13,impostor,13,right,2317,2348,B
I_00002344_00002388_frgp14,impostor,14,left,2344,2388,B
I_00002325_00002374_frgp14,impostor,14,left,2325,2374,B
I_00002424_00002428_frgp13,impostor,13,right,2424,2428,B
I_00002356_00002388_frgp13,impostor,13,right,2356,2388,B
I_00002340_00002403_frgp13,impostor,13,right,2340,2403,B
I_00002334_00002396_frgp13,impostor,13,right,2334,2396,B
I_00002328_00002330_frgp13,impostor,13,right,2328,2330,B
I_00002351_00002447_frgp13,impostor,13,right,2351,2447,B
I_00002328_00002349_frgp13,impostor,13,right,2328,2349,B
I_00002327_00002369_frgp13,impostor,13,right,2327,2369,B
I_00002317_00002386_frgp14,impostor,14,left,2317,2386,B
I_00002307_00002337_frgp14,impostor,14,left,2307,2337,B
I_00002330_00002344_frgp14,impostor,14,left,2330,2344,B
I_00002351_00002370_frgp13,impostor,13,right,2351,2370,B
I_00002360_00002368_frgp13,impostor,13,right,2360,2368,B
I_00002388_00002408_frgp14,impostor,14,left,2388,2408,B
I_00002348_00002368_frgp13,impostor,13,right,2348,2368,B
I_00002412_00002423_frgp13,impostor,13,right,2412,2423,B
I_00002355_00002376_frgp13,impostor,13,right,2355,2376,B
I_00002348_00002370_frgp13,impostor,13,right,2348,2370,B
I_00002402_00002405_frgp14,impostor,14,left,2402,2405,B
I_00002328_00002370_frgp13,impostor,13,right,2328,2370,B
I_00002369_00002388_frgp13,impostor,13,right,2369,2388,B
I_00002326_00002357_frgp14,impostor,14,left,2326,2357,B
I_00002337_00002424_frgp14,impostor,14,left,2337,2424,B
I_00002310_00002380_frgp13,impostor,13,right,2310,2380,B
I_00002337_00002481_frgp13,impostor,13,right,2337,2481,B
I_00002358_00002408_frgp14,impostor,14,left,2358,2408,B
I_00002330_00002402_frgp13,impostor,13,right,2330,2402,B
I_00002325_00002381_frgp14,impostor,14,left,2325,2381,B
I_00002306_00002341_frgp13,impostor,13,right,2306,2341,B
I_00002306_00002395_frgp13,impostor,13,right,2306,2395,B
I_00002304_00002368_frgp14,impostor,14,left,2304,2368,B
I_00002424_00002447_frgp13,impostor,13,right,2424,2447,B
I_00002317_00002352_frgp14,impostor,14,left,2317,2352,B
I_00002392_00002423_frgp14,impostor,14,left,2392,2423,B
I_00002306_00002391_frgp13,impostor,13,right,2306,2391,B
I_00002403_00002447_frgp14,impostor,14,left,2403,2447,B
I_00002325_00002367_frgp13,impostor,13,right,2325,2367,B
I_00002368_00002386_frgp13,impostor,13,right,2368,2386,B
I_00002360_00002394_frgp14,impostor,14,left,2360,2394,B
I_00002398_00002401_frgp13,impostor,13,right,2398,2401,B
I_00002342_00002428_frgp13,impostor,13,right,2342,2428,B
G_2328_frgp13,genuine,13,right,2328,2328,A
I_00002357_00002367_frgp14,impostor,14,left,2357,2367,B
I_00002368_00002386_frgp14,impostor,14,left,2368,2386,B
I_00002355_00002407_frgp14,impostor,14,left,2355,2407,B
I_00002373_00002375_frgp14,impostor,14,left,2373,2375,B
I_00002391_00002394_frgp14,impostor,14,left,2391,2394,B
I_00002310_00002360_frgp14,impostor,14,left,2310,2360,B
I_00002338_00002463_frgp13,impostor,13,right,2338,2463,B
G_2440_frgp14,genuine,14,left,2440,2440,A
G_2423_frgp13,genuine,13,right,2423,2423,A
I_00002325_00002359_frgp14,impostor,14,left,2325,2359,B
I_00002340_00002423_frgp13,impostor,13,right,2340,2423,B
G_2399_frgp13,genuine,13,right,2399,2399,A
I_00002338_00002383_frgp13,impostor,13,right,2338,2383,B
I_00002341_00002463_frgp14,impostor,14,left,2341,2463,B
I_00002381_00002401_frgp13,impostor,13,right,2381,2401,B
I_00002348_00002364_frgp13,impostor,13,right,2348,2364,B
I_00002312_00002388_frgp14,impostor,14,left,2312,2388,B
I_00002384_00002462_frgp13,impostor,13,right,2384,2462,B
I_00002328_00002428_frgp13,impostor,13,right,2328,2428,B
I_00002368_00002462_frgp13,impostor,13,right,2368,2462,B
I_00002364_00002418_frgp13,impostor,13,right,2364,2418,B
I_00002321_00002399_frgp13,impostor,13,right,2321,2399,B
I_00002383_00002462_frgp14,impostor,14,left,2383,2462,B
I_00002392_00002462_frgp13,impostor,13,right,2392,2462,B
I_00002372_00002428_frgp14,impostor,14,left,2372,2428,B
I_00002383_00002399_frgp13,impostor,13,right,2383,2399,B
I_00002374_00002386_frgp14,impostor,14,left,2374,2386,B
I_00002339_00002426_frgp14,impostor,14,left,2339,2426,B
I_00002338_00002392_frgp13,impostor,13,right,2338,2392,B
I_00002315_00002326_frgp13,impostor,13,right,2315,2326,B
I_00002326_00002399_frgp14,impostor,14,left,2326,2399,B
I_00002344_00002415_frgp13,impostor,13,right,2344,2415,B
I_00002321_00002415_frgp14,impostor,14,left,2321,2415,B
I_00002355_00002426_frgp14,impostor,14,left,2355,2426,B
I_00002359_00002383_frgp14,impostor,14,left,2359,2383,B
I_00002326_00002348_frgp13,impostor,13,right,2326,2348,B
I_00002313_00002405_frgp14,impostor,14,left,2313,2405,B
I_00002394_00002408_frgp13,impostor,13,right,2394,2408,B
I_00002340_00002367_frgp14,impostor,14,left,2340,2367,B
I_00002314_00002339_frgp13,impostor,13,right,2314,2339,B
I_00002381_00002399_frgp13,impostor,13,right,2381,2399,B
I_00002362_00002392_frgp13,impostor,13,right,2362,2392,B
I_00002362_00002376_frgp14,impostor,14,left,2362,2376,B
I_00002398_00002440_frgp14,impostor,14,left,2398,2440,B
I_00002339_00002408_frgp13,impostor,13,right,2339,2408,B
I_00002353_00002440_frgp13,impostor,13,right,2353,2440,B
I_00002317_00002375_frgp13,impostor,13,right,2317,2375,B
I_00002375_00002392_frgp13,impostor,13,right,2375,2392,B
I_00002424_00002440_frgp14,impostor,14,left,2424,2440,B
I_00002424_00002463_frgp14,impostor,14,left,2424,2463,B
I_00002330_00002405_frgp14,impostor,14,left,2330,2405,B
I_00002344_00002355_frgp14,impostor,14,left,2344,2355,B
I_00002359_00002413_frgp14,impostor,14,left,2359,2413,B
I_00002356_00002408_frgp14,impostor,14,left,2356,2408,B
I_00002304_00002369_frgp13,impostor,13,right,2304,2369,B
I_00002371_00002395_frgp13,impostor,13,right,2371,2395,B
I_00002321_00002384_frgp14,impostor,14,left,2321,2384,B
G_2401_frgp14,genuine,14,left,2401,2401,A
I_00002332_00002392_frgp14,impostor,14,left,2332,2392,B
I_00002304_00002328_frgp14,impostor,14,left,2304,2328,B
I_00002355_00002440_frgp13,impostor,13,right,2355,2440,B
I_00002332_00002395_frgp13,impostor,13,right,2332,2395,B
I_00002327_00002412_frgp13,impostor,13,right,2327,2412,B
I_00002356_00002399_frgp13,impostor,13,right,2356,2399,B
I_00002332_00002356_frgp13,impostor,13,right,2332,2356,B
I_00002330_00002373_frgp13,impostor,13,right,2330,2373,B
G_2353_frgp14,genuine,14,left,2353,2353,A
I_00002321_00002357_frgp13,impostor,13,right,2321,2357,B
I_00002338_00002353_frgp13,impostor,13,right,2338,2353,B
I_00002384_00002392_frgp13,impostor,13,right,2384,2392,B
I_00002364_00002375_frgp13,impostor,13,right,2364,2375,B
I_00002379_00002440_frgp14,impostor,14,left,2379,2440,B
I_00002337_00002339_frgp14,impostor,14,left,2337,2339,B
I_00002334_00002360_frgp14,impostor,14,left,2334,2360,B
I_00002315_00002399_frgp14,impostor,14,left,2315,2399,B
I_00002379_00002401_frgp13,impostor,13,right,2379,2401,B
I_00002372_00002402_frgp14,impostor,14,left,2372,2402,B
I_00002312_00002328_frgp14,impostor,14,left,2312,2328,B
I_00002312_00002359_frgp13,impostor,13,right,2312,2359,B
I_00002396_00002418_frgp13,impostor,13,right,2396,2418,B
I_00002303_00002353_frgp13,impostor,13,right,2303,2353,B
I_00002394_00002463_frgp14,impostor,14,left,2394,2463,B
I_00002314_00002481_frgp13,impostor,13,right,2314,2481,B
I_00002304_00002349_frgp14,impostor,14,left,2304,2349,B
I_00002325_00002327_frgp13,impostor,13,right,2325,2327,B
I_00002344_00002349_frgp13,impostor,13,right,2344,2349,B
I_00002303_00002359_frgp13,impostor,13,right,2303,2359,B
I_00002405_00002423_frgp13,impostor,13,right,2405,2423,B
I_00002304_00002313_frgp14,impostor,14,left,2304,2313,B
I_00002344_00002462_frgp14,impostor,14,left,2344,2462,B
I_00002407_00002447_frgp14,impostor,14,left,2407,2447,B
I_00002303_00002359_frgp14,impostor,14,left,2303,2359,B
I_00002339_00002418_frgp14,impostor,14,left,2339,2418,B
G_2364_frgp13,genuine,13,right,2364,2364,A
I_00002303_00002391_frgp13,impostor,13,right,2303,2391,B
I_00002463_00002481_frgp13,impostor,13,right,2463,2481,B
I_00002406_00002462_frgp14,impostor,14,left,2406,2462,B
I_00002356_00002362_frgp14,impostor,14,left,2356,2362,B
I_00002364_00002388_frgp14,impostor,14,left,2364,2388,B
I_00002304_00002447_frgp14,impostor,14,left,2304,2447,B
I_00002376_00002418_frgp13,impostor,13,right,2376,2418,B
I_00002356_00002424_frgp13,impostor,13,right,2356,2424,B
I_00002332_00002373_frgp13,impostor,13,right,2332,2373,B
I_00002326_00002423_frgp13,impostor,13,right,2326,2423,B
I_00002325_00002415_frgp14,impostor,14,left,2325,2415,B
I_00002342_00002364_frgp14,impostor,14,left,2342,2364,B
I_00002325_00002337_frgp14,impostor,14,left,2325,2337,B
I_00002392_00002447_frgp14,impostor,14,left,2392,2447,B
I_00002326_00002376_frgp14,impostor,14,left,2326,2376,B
I_00002334_00002403_frgp14,impostor,14,left,2334,2403,B
I_00002312_00002352_frgp14,impostor,14,left,2312,2352,B
I_00002355_00002405_frgp14,impostor,14,left,2355,2405,B
I_00002358_00002455_frgp14,impostor,14,left,2358,2455,B
I_00002332_00002402_frgp14,impostor,14,left,2332,2402,B
I_00002362_00002388_frgp13,impostor,13,right,2362,2388,B
I_00002369_00002388_frgp14,impostor,14,left,2369,2388,B
I_00002373_00002413_frgp14,impostor,14,left,2373,2413,B
I_00002376_00002402_frgp13,impostor,13,right,2376,2402,B
I_00002395_00002424_frgp14,impostor,14,left,2395,2424,B
I_00002392_00002455_frgp13,impostor,13,right,2392,2455,B
I_00002339_00002399_frgp14,impostor,14,left,2339,2399,B
I_00002327_00002423_frgp13,impostor,13,right,2327,2423,B
I_00002326_00002398_frgp14,impostor,14,left,2326,2398,B
I_00002344_00002425_frgp13,impostor,13,right,2344,2425,B
I_00002360_00002424_frgp14,impostor,14,left,2360,2424,B
I_00002341_00002374_frgp14,impostor,14,left,2341,2374,B
I_00002355_00002462_frgp14,impostor,14,left,2355,2462,B
I_00002307_00002373_frgp14,impostor,14,left,2307,2373,B
I_00002352_00002371_frgp13,impostor,13,right,2352,2371,B
I_00002359_00002380_frgp13,impostor,13,right,2359,2380,B
I_00002341_00002455_frgp13,impostor,13,right,2341,2455,B
I_00002338_00002424_frgp14,impostor,14,left,2338,2424,B
I_00002327_00002388_frgp14,impostor,14,left,2327,2388,B
I_00002368_00002425_frgp13,impostor,13,right,2368,2425,B
I_00002328_00002386_frgp13,impostor,13,right,2328,2386,B
I_00002304_00002481_frgp14,impostor,14,left,2304,2481,B
I_00002344_00002406_frgp13,impostor,13,right,2344,2406,B
I_00002329_00002413_frgp14,impostor,14,left,2329,2413,B
I_00002353_00002367_frgp14,impostor,14,left,2353,2367,B
I_00002394_00002418_frgp14,impostor,14,left,2394,2418,B
I_00002352_00002462_frgp14,impostor,14,left,2352,2462,B
I_00002320_00002329_frgp14,impostor,14,left,2320,2329,B
I_00002351_00002394_frgp14,impostor,14,left,2351,2394,B
I_00002310_00002399_frgp13,impostor,13,right,2310,2399,B
I_00002321_00002340_frgp14,impostor,14,left,2321,2340,B
I_00002312_00002405_frgp14,impostor,14,left,2312,2405,B
I_00002340_00002399_frgp14,impostor,14,left,2340,2399,B
I_00002367_00002381_frgp14,impostor,14,left,2367,2381,B
I_00002307_00002359_frgp13,impostor,13,right,2307,2359,B
I_00002330_00002334_frgp13,impostor,13,right,2330,2334,B
I_00002315_00002349_frgp13,impostor,13,right,2315,2349,B
I_00002370_00002412_frgp14,impostor,14,left,2370,2412,B
I_00002352_00002413_frgp14,impostor,14,left,2352,2413,B
I_00002391_00002428_frgp14,impostor,14,left,2391,2428,B
I_00002334_00002358_frgp14,impostor,14,left,2334,2358,B
I_00002339_00002394_frgp14,impostor,14,left,2339,2394,B
I_00002317_00002332_frgp14,impostor,14,left,2317,2332,B
I_00002341_00002383_frgp14,impostor,14,left,2341,2383,B
I_00002362_00002372_frgp14,impostor,14,left,2362,2372,B
I_00002319_00002330_frgp13,impostor,13,right,2319,2330,B
I_00002332_00002401_frgp13,impostor,13,right,2332,2401,B
I_00002327_00002339_frgp14,impostor,14,left,2327,2339,B
I_00002356_00002396_frgp14,impostor,14,left,2356,2396,B
I_00002306_00002407_frgp13,impostor,13,right,2306,2407,B
I_00002321_00002440_frgp13,impostor,13,right,2321,2440,B
I_00002326_00002342_frgp13,impostor,13,right,2326,2342,B
I_00002401_00002424_frgp14,impostor,14,left,2401,2424,B
I_00002319_00002388_frgp13,impostor,13,right,2319,2388,B
I_00002312_00002391_frgp14,impostor,14,left,2312,2391,B
I_00002315_00002384_frgp14,impostor,14,left,2315,2384,B
I_00002348_00002381_frgp14,impostor,14,left,2348,2381,B
I_00002353_00002440_frgp14,impostor,14,left,2353,2440,B
I_00002307_00002364_frgp13,impostor,13,right,2307,2364,B
I_00002349_00002428_frgp13,impostor,13,right,2349,2428,B
I_00002307_00002372_frgp13,impostor,13,right,2307,2372,B
I_00002329_00002425_frgp14,impostor,14,left,2329,2425,B
I_00002379_00002386_frgp13,impostor,13,right,2379,2386,B
I_00002357_00002370_frgp14,impostor,14,left,2357,2370,B
I_00002392_00002463_frgp13,impostor,13,right,2392,2463,B
I_00002325_00002329_frgp13,impostor,13,right,2325,2329,B
I_00002353_00002380_frgp13,impostor,13,right,2353,2380,B
I_00002329_00002356_frgp13,impostor,13,right,2329,2356,B
I_00002320_00002327_frgp13,impostor,13,right,2320,2327,B
I_00002395_00002412_frgp13,impostor,13,right,2395,2412,B
I_00002364_00002403_frgp14,impostor,14,left,2364,2403,B
I_00002328_00002330_frgp14,impostor,14,left,2328,2330,B
I_00002310_00002364_frgp14,impostor,14,left,2310,2364,B
I_00002373_00002398_frgp14,impostor,14,left,2373,2398,B
