pair_id,label,category,subject1,subject2,hand1,hand2,device_pair,img1_path,img2_path
I_170_75_13,non-mated,primary_impostor,170,75,13,13,na,datasets/Precise/170_DY_150128-120723_13.jpeg,datasets/Precise/75_DY_150127-143312_13.jpeg
I_245_291_14,non-mated,primary_impostor,245,291,14,14,na,datasets/Precise/245_DY_150129-083337_14.jpeg,datasets/Precise/291_DY_150129-131912_14.jpeg
I_023_228_14,non-mated,primary_impostor,023,228,14,14,na,datasets/Precise/023_01-14-F51AA_20130806105818_14.jpeg,datasets/Precise/228_DY_150128-171640_14.jpeg
I_093_135_14,non-mated,primary_impostor,093,135,14,14,na,datasets/Precise/093_01-14-M64W_20130807154317_14.jpeg,datasets/Precise/135_DY_150128-091354_14.jpeg
G_72_13_15135,mated,primary_genuine,72,72,13,13,na,datasets/Precise/72_NM_150127-141455_13.jpeg,datasets/Precise/72_WT_150127-141605_13.jpeg
I_137_269_14,non-mated,primary_impostor,137,269,14,14,na,datasets/Precise/137_DY_150128-090821_14.jpeg,datasets/Precise/269_DY_150129-094305_14.jpeg
I_051_909_14,non-mated,primary_impostor,051,909,14,14,na,datasets/Precise/051_01-14-F34A_20130807095731_14.jpeg,datasets/Precise/909_DY_150217-114026_14.jpeg
I_080_51_14,non-mated,primary_impostor,080,51,14,14,na,datasets/Precise/080_01-14-M28H_20130807103027_14.jpeg,datasets/Precise/51_DY_150127-114528_14.jpeg
I_082_51_13,non-mated,primary_impostor,082,51,13,13,na,datasets/Precise/082_01-13-M39AA_20130808100739_13.jpeg,datasets/Precise/51_DY_150127-114528_13.jpeg
I_42_902_13,non-mated,primary_impostor,42,902,13,13,na,datasets/Precise/42_DY_150127-112058_13.jpeg,datasets/Precise/902_DY_150217-110223_13.jpeg
I_71_918_14,non-mated,primary_impostor,71,918,14,14,na,datasets/Precise/71_DY_150127-141140_14.jpeg,datasets/Precise/918_DY_150217-123331_14.jpeg
I_223_242_14,non-mated,primary_impostor,223,242,14,14,na,datasets/Precise/223_DY_150128-154125_14.jpeg,datasets/Precise/242_DY_150129-081334_14.jpeg
I_156_253_14,non-mated,primary_impostor,156,253,14,14,na,datasets/Precise/156_DY_150128-105600_14.jpeg,datasets/Precise/253_DY_150129-104417_14.jpeg
I_078_243_13,non-mated,primary_impostor,078,243,13,13,na,datasets/Precise/078_01-13-F35W_20130807150243_13.jpeg,datasets/Precise/243_DY_150129-082116_13.jpeg
I_218_909_14,non-mated,primary_impostor,218,909,14,14,na,datasets/Precise/218_DY_150128-151646_14.jpeg,datasets/Precise/909_DY_150217-114026_14.jpeg
I_052_923_13,non-mated,primary_impostor,052,923,13,13,na,datasets/Precise/052_01-13-M29W_20130807101145_13.jpeg,datasets/Precise/923_DY_150217-125702_13.jpeg
I_062_76_13,non-mated,primary_impostor,062,76,13,13,na,datasets/Precise/062_01-13-M41AA_20130808095147_13.jpeg,datasets/Precise/76_DY_150127-142250_13.jpeg
I_074_928_14,non-mated,primary_impostor,074,928,14,14,na,datasets/Precise/074_01-14-F32A_20130808140226_14.jpeg,datasets/Precise/928_DY_150217-131849_14.jpeg
I_062_88_13,non-mated,primary_impostor,062,88,13,13,na,datasets/Precise/062_01-13-M41AA_20130808095147_13.jpeg,datasets/Precise/88_DY_150127-152101_13.jpeg
I_050_228_13,non-mated,primary_impostor,050,228,13,13,na,datasets/Precise/050_01-13-M62W_20130808144215_13.jpeg,datasets/Precise/228_DY_150128-171640_13.jpeg
I_930_94_13,non-mated,primary_impostor,930,94,13,13,na,datasets/Precise/930_DY_150217-132612_13.jpeg,datasets/Precise/94_DY_150127-155109_13.jpeg
I_072_284_14,non-mated,primary_impostor,072,284,14,14,na,datasets/Precise/072_01-14-M40AA_20130806175720_14.jpeg,datasets/Precise/284_DY_150129-112712_14.jpeg
I_160_61_13,non-mated,primary_impostor,160,61,13,13,na,datasets/Precise/160_DY_150128-115006_13.jpeg,datasets/Precise/61_DY_150127-133445_13.jpeg
I_078_079_14,non-mated,primary_impostor,078,079,14,14,na,datasets/Precise/078_01-14-F35W_20130807150252_14.jpeg,datasets/Precise/079_01-14-F44AA_20130806123315_14.jpeg
I_196_215_13,non-mated,primary_impostor,196,215,13,13,na,datasets/Precise/196_DY_150128-140955_13.jpeg,datasets/Precise/215_DY_150128-150748_13.jpeg
G_115_13_9822,mated,primary_genuine,115,115,13,13,na,datasets/Precise/115_NM_150127-173733_13.jpeg,datasets/Precise/115_WT_150127-183927_13.jpeg
I_060_148_14,non-mated,primary_impostor,060,148,14,14,na,datasets/Precise/060_01-14-F56W_20130807155520_14.jpeg,datasets/Precise/148_DY_150128-100709_14.jpeg
I_098_163_13,non-mated,primary_impostor,098,163,13,13,na,datasets/Precise/098_01-13-F45W_20130808155006_13.jpeg,datasets/Precise/163_DY_150128-110612_13.jpeg
G_164_14_10987,mated,primary_genuine,164,164,14,14,na,datasets/Precise/164_NM_150128-112053_14.jpeg,datasets/Precise/164_NM_150128-122123_14.jpeg
I_089_166_14,non-mated,primary_impostor,089,166,14,14,na,datasets/Precise/089_01-14-F59W_20130806181401_14.jpeg,datasets/Precise/166_DY_150128-114617_14.jpeg
I_905_910_14,non-mated,primary_impostor,905,910,14,14,na,datasets/Precise/905_DY_150217-111759_14.jpeg,datasets/Precise/910_DY_150217-114804_14.jpeg
G_22_13_12580,mated,primary_genuine,22,22,13,13,na,datasets/Precise/22_DY_150127-102606_13.jpeg,datasets/Precise/22_WT_150127-092438_13.jpeg
I_141_167_13,non-mated,primary_impostor,141,167,13,13,na,datasets/Precise/141_DY_150128-093031_13.jpeg,datasets/Precise/167_DY_150128-114213_13.jpeg
I_100_173_14,non-mated,primary_impostor,100,173,14,14,na,datasets/Precise/100_01-14-M67W_20130807115117_14.jpeg,datasets/Precise/173_DY_150128-113145_14.jpeg
I_085_152_13,non-mated,primary_impostor,085,152,13,13,na,datasets/Precise/085_01-13-M75I_20130807110748_13.jpeg,datasets/Precise/152_DY_150128-104740_13.jpeg
I_25_269_13,non-mated,primary_impostor,25,269,13,13,na,datasets/Precise/25_DY_150127-095016_13.jpeg,datasets/Precise/269_DY_150129-094305_13.jpeg
I_084_204_14,non-mated,primary_impostor,084,204,14,14,na,datasets/Precise/084_01-14-M52W_20130807081137_14.jpeg,datasets/Precise/204_DY_150128-145656_14.jpeg
I_14_269_14,non-mated,primary_impostor,14,269,14,14,na,datasets/Precise/14_DY_150127-090847_14.jpeg,datasets/Precise/269_DY_150129-094305_14.jpeg
I_119_180_14,non-mated,primary_impostor,119,180,14,14,na,datasets/Precise/119_DY_150127-173053_14.jpeg,datasets/Precise/180_DY_150128-125452_14.jpeg
G_95_13_16668,mated,primary_genuine,95,95,13,13,na,datasets/Precise/95_DY_150127-165607_13.jpeg,datasets/Precise/95_WT_150127-155446_13.jpeg
G_76_13_15194,mated,primary_genuine,76,76,13,13,na,datasets/Precise/76_NM_150127-142006_13.jpeg,datasets/Precise/76_NM_150127-152036_13.jpeg
I_163_42_13,non-mated,primary_impostor,163,42,13,13,na,datasets/Precise/163_DY_150128-110612_13.jpeg,datasets/Precise/42_DY_150127-112058_13.jpeg
I_049_30_14,non-mated,primary_impostor,049,30,14,14,na,datasets/Precise/049_01-14-M48W_20130806174439_14.jpeg,datasets/Precise/30_DY_150127-102125_14.jpeg
G_209_13_12046,mated,primary_genuine,209,209,13,13,na,datasets/Precise/209_NM_150128-161028_13.jpeg,datasets/Precise/209_WT_150128-161108_13.jpeg
I_200_258_13,non-mated,primary_impostor,200,258,13,13,na,datasets/Precise/200_DY_150128-135126_13.jpeg,datasets/Precise/258_DY_150129-093105_13.jpeg
I_047_289_13,non-mated,primary_impostor,047,289,13,13,na,datasets/Precise/047_01-13-M80W_20130807151108_13.jpeg,datasets/Precise/289_DY_150129-130405_13.jpeg
I_014_088_14,non-mated,primary_impostor,014,088,14,14,na,datasets/Precise/014_01-14-M57AA_20130807180230_14.jpeg,datasets/Precise/088_01-14-M59W_20130808141804_14.jpeg
I_005_921_13,non-mated,primary_impostor,005,921,13,13,na,datasets/Precise/005_01-13-M44A_20130807145401_13.jpeg,datasets/Precise/921_DY_150217-124708_13.jpeg
I_293_905_14,non-mated,primary_impostor,293,905,14,14,na,datasets/Precise/293_DY_150129-132738_14.jpeg,datasets/Precise/905_DY_150217-111759_14.jpeg
G_048_13_3801,mated,primary_genuine,048,048,13,13,na,datasets/Precise/048_03-13-F47W_20130807113659_13.jpeg,datasets/Precise/048_08-13-F47W_20130807114235_13.jpeg
I_018_102_14,non-mated,primary_impostor,018,102,14,14,na,datasets/Precise/018_01-14-F55AA_20130808121917_14.jpeg,datasets/Precise/102_01-14-M40W_20130807163137_14.jpeg
I_241_247_14,non-mated,primary_impostor,241,247,14,14,na,datasets/Precise/241_DY_150128-175055_14.jpeg,datasets/Precise/247_DY_150129-081732_14.jpeg
I_125_46_13,non-mated,primary_impostor,125,46,13,13,na,datasets/Precise/125_DY_150128-080953_13.jpeg,datasets/Precise/46_DY_150127-115039_13.jpeg
I_249_293_14,non-mated,primary_impostor,249,293,14,14,na,datasets/Precise/249_DY_150129-084813_14.jpeg,datasets/Precise/293_DY_150129-132738_14.jpeg
I_070_75_14,non-mated,primary_impostor,070,75,14,14,na,datasets/Precise/070_01-14-F33A_20130807084013_14.jpeg,datasets/Precise/75_DY_150127-143312_14.jpeg
I_109_181_13,non-mated,primary_impostor,109,181,13,13,na,datasets/Precise/109_01-13-F25W_20130805165628_13.jpeg,datasets/Precise/181_DY_150128-124648_13.jpeg
I_36_39_13,non-mated,primary_impostor,36,39,13,13,na,datasets/Precise/36_DY_150127-110019_13.jpeg,datasets/Precise/39_DY_150127-111707_13.jpeg
G_010_14_780,mated,primary_genuine,010,010,14,14,na,datasets/Precise/010_02-14-M28W_20130806155607_14.jpeg,datasets/Precise/010_09-14-M28W_20130806160157_14.jpeg
I_902_923_14,non-mated,primary_impostor,902,923,14,14,na,datasets/Precise/902_DY_150217-110223_14.jpeg,datasets/Precise/923_DY_150217-125702_14.jpeg
G_051_13_4095,mated,primary_genuine,051,051,13,13,na,datasets/Precise/051_09-13-F34A_20130807100546_13.jpeg,datasets/Precise/051_10-13-F34A_20130807100640_13.jpeg
I_156_37_14,non-mated,primary_impostor,156,37,14,14,na,datasets/Precise/156_DY_150128-105600_14.jpeg,datasets/Precise/37_DY_150127-110353_14.jpeg
G_188_14_11551,mated,primary_genuine,188,188,14,14,na,datasets/Precise/188_DY_150128-131014_14.jpeg,datasets/Precise/188_WT_150128-130812_14.jpeg
I_178_213_13,non-mated,primary_impostor,178,213,13,13,na,datasets/Precise/178_DY_150128-121411_13.jpeg,datasets/Precise/213_DY_150128-144946_13.jpeg
I_098_170_13,non-mated,primary_impostor,098,170,13,13,na,datasets/Precise/098_01-13-F45W_20130808155006_13.jpeg,datasets/Precise/170_DY_150128-120723_13.jpeg
I_060_247_13,non-mated,primary_impostor,060,247,13,13,na,datasets/Precise/060_01-13-F56W_20130807155513_13.jpeg,datasets/Precise/247_DY_150129-081732_13.jpeg
I_136_290_14,non-mated,primary_impostor,136,290,14,14,na,datasets/Precise/136_DY_150128-092023_14.jpeg,datasets/Precise/290_DY_150129-130057_14.jpeg
I_116_76_14,non-mated,primary_impostor,116,76,14,14,na,datasets/Precise/116_DY_150127-171134_14.jpeg,datasets/Precise/76_DY_150127-142250_14.jpeg
I_21_61_14,non-mated,primary_impostor,21,61,14,14,na,datasets/Precise/21_DY_150127-094012_14.jpeg,datasets/Precise/61_DY_150127-133445_14.jpeg
I_136_22_14,non-mated,primary_impostor,136,22,14,14,na,datasets/Precise/136_DY_150128-092023_14.jpeg,datasets/Precise/22_DY_150127-092550_14.jpeg
I_119_206_13,non-mated,primary_impostor,119,206,13,13,na,datasets/Precise/119_DY_150127-173053_13.jpeg,datasets/Precise/206_DY_150128-143148_13.jpeg
I_204_930_14,non-mated,primary_impostor,204,930,14,14,na,datasets/Precise/204_DY_150128-145656_14.jpeg,datasets/Precise/930_DY_150217-132612_14.jpeg
I_046_99_14,non-mated,primary_impostor,046,99,14,14,na,datasets/Precise/046_01-14-F26W_20130808093815_14.jpeg,datasets/Precise/99_DY_150127-160953_14.jpeg
I_065_908_13,non-mated,primary_impostor,065,908,13,13,na,datasets/Precise/065_01-13-M42H_20130807090858_13.jpeg,datasets/Precise/908_DY_150217-113439_13.jpeg
I_266_43_14,non-mated,primary_impostor,266,43,14,14,na,datasets/Precise/266_DY_150129-095231_14.jpeg,datasets/Precise/43_DY_150127-104710_14.jpeg
I_185_192_14,non-mated,primary_impostor,185,192,14,14,na,datasets/Precise/185_DY_150128-132329_14.jpeg,datasets/Precise/192_DY_150128-152250_14.jpeg
I_144_170_14,non-mated,primary_impostor,144,170,14,14,na,datasets/Precise/144_DY_150128-095630_14.jpeg,datasets/Precise/170_DY_150128-120723_14.jpeg
I_130_92_14,non-mated,primary_impostor,130,92,14,14,na,datasets/Precise/130_DY_150128-084203_14.jpeg,datasets/Precise/92_DY_150127-152615_14.jpeg
I_280_68_14,non-mated,primary_impostor,280,68,14,14,na,datasets/Precise/280_DY_150129-113639_14.jpeg,datasets/Precise/68_DY_150127-135219_14.jpeg
I_092_931_13,non-mated,primary_impostor,092,931,13,13,na,datasets/Precise/092_01-13-M70W_20130806142234_13.jpeg,datasets/Precise/931_DY_150217-132939_13.jpeg
I_110_92_13,non-mated,primary_impostor,110,92,13,13,na,datasets/Precise/110_01-13-F27W_20130805161245_13.jpeg,datasets/Precise/92_DY_150127-152615_13.jpeg
I_024_105_13,non-mated,primary_impostor,024,105,13,13,na,datasets/Precise/024_01-13-F45AA_20130806145757_13.jpeg,datasets/Precise/105_01-13-F40AA_20130808173432_13.jpeg
I_017_242_13,non-mated,primary_impostor,017,242,13,13,na,datasets/Precise/017_01-13-F56AA_20130807171523_13.jpeg,datasets/Precise/242_DY_150129-081334_13.jpeg
I_040_090_14,non-mated,primary_impostor,040,090,14,14,na,datasets/Precise/040_01-14-F56W_20130806103823_14.jpeg,datasets/Precise/090_01-14-M26W_20130808115642_14.jpeg
I_004_46_13,non-mated,primary_impostor,004,46,13,13,na,datasets/Precise/004_01-13-M70AA_20130808084545_13.jpeg,datasets/Precise/46_DY_150127-115039_13.jpeg
I_198_22_14,non-mated,primary_impostor,198,22,14,14,na,datasets/Precise/198_DY_150128-144237_14.jpeg,datasets/Precise/22_DY_150127-092550_14.jpeg
I_47_83_13,non-mated,primary_impostor,47,83,13,13,na,datasets/Precise/47_DY_150127-120031_13.jpeg,datasets/Precise/83_150127-144642_13.jpeg
I_928_938_14,non-mated,primary_impostor,928,938,14,14,na,datasets/Precise/928_DY_150217-131849_14.jpeg,datasets/Precise/938_DY_150217-135726_14.jpeg
I_020_31_13,non-mated,primary_impostor,020,31,13,13,na,datasets/Precise/020_01-13-F53AA_20130806101218_13.jpeg,datasets/Precise/31_DY_150127-102731_13.jpeg
I_293_4_14,non-mated,primary_impostor,293,4,14,14,na,datasets/Precise/293_DY_150129-132738_14.jpeg,datasets/Precise/4_DY_150127-082757_14.jpeg
I_178_49_13,non-mated,primary_impostor,178,49,13,13,na,datasets/Precise/178_DY_150128-121411_13.jpeg,datasets/Precise/49_DY_150127-120448_13.jpeg
I_167_191_14,non-mated,primary_impostor,167,191,14,14,na,datasets/Precise/167_DY_150128-114213_14.jpeg,datasets/Precise/191_DY_150128-135704_14.jpeg
I_021_42_13,non-mated,primary_impostor,021,42,13,13,na,datasets/Precise/021_01-13-F57W_20130806113805_13.jpeg,datasets/Precise/42_DY_150127-112058_13.jpeg
I_045_109_14,non-mated,primary_impostor,045,109,14,14,na,datasets/Precise/045_01-14-F58AA_20130808143014_14.jpeg,datasets/Precise/109_01-14-F25W_20130805165637_14.jpeg
I_189_253_14,non-mated,primary_impostor,189,253,14,14,na,datasets/Precise/189_DY_150128-134129_14.jpeg,datasets/Precise/253_DY_150129-104417_14.jpeg
I_122_218_14,non-mated,primary_impostor,122,218,14,14,na,datasets/Precise/122_DY_150127-174728_14.jpeg,datasets/Precise/218_DY_150128-151646_14.jpeg
G_005_13_309,mated,primary_genuine,005,005,13,13,na,datasets/Precise/005_07-13-M44A_20130807145816_13.jpeg,datasets/Precise/005_08-13-M44A_20130807145858_13.jpeg
I_067_196_14,non-mated,primary_impostor,067,196,14,14,na,datasets/Precise/067_01-14-F34W_20130808153146_14.jpeg,datasets/Precise/196_DY_150128-140955_14.jpeg
I_128_279_14,non-mated,primary_impostor,128,279,14,14,na,datasets/Precise/128_DY_150128-082830_14.jpeg,datasets/Precise/279_DY_150129-110811_14.jpeg
I_14_31_14,non-mated,primary_impostor,14,31,14,14,na,datasets/Precise/14_DY_150127-090847_14.jpeg,datasets/Precise/31_DY_150127-102731_14.jpeg
G_077_14_6290,mated,primary_genuine,077,077,14,14,na,datasets/Precise/077_05-14-M23H_20130806093113_14.jpeg,datasets/Precise/077_10-14-M23H_20130806093702_14.jpeg
I_096_926_14,non-mated,primary_impostor,096,926,14,14,na,datasets/Precise/096_01-14-M52W_20130808104625_14.jpeg,datasets/Precise/926_DY_150217-131153_14.jpeg
I_064_117_13,non-mated,primary_impostor,064,117,13,13,na,datasets/Precise/064_01-13-F42H_20130808113230_13.jpeg,datasets/Precise/117_DY_150127-172208_13.jpeg
I_14_58_14,non-mated,primary_impostor,14,58,14,14,na,datasets/Precise/14_DY_150127-090847_14.jpeg,datasets/Precise/58_DY_150127-125630_14.jpeg
I_061_230_14,non-mated,primary_impostor,061,230,14,14,na,datasets/Precise/061_01-14-F38AA_20130807124438_14.jpeg,datasets/Precise/230_NM_150128-171048_14.jpeg
I_015_177_13,non-mated,primary_impostor,015,177,13,13,na,datasets/Precise/015_01-13-F56AA_20130806171648_13.jpeg,datasets/Precise/177_DY_150128-122436_13.jpeg
I_012_198_13,non-mated,primary_impostor,012,198,13,13,na,datasets/Precise/012_01-13-M58A_20130807085453_13.jpeg,datasets/Precise/198_DY_150128-144237_13.jpeg
I_260_908_13,non-mated,primary_impostor,260,908,13,13,na,datasets/Precise/260_DY_150129-082924_13.jpeg,datasets/Precise/908_DY_150217-113439_13.jpeg
I_214_61_13,non-mated,primary_impostor,214,61,13,13,na,datasets/Precise/214_DY_150128-150430_13.jpeg,datasets/Precise/61_DY_150127-133445_13.jpeg
I_142_198_13,non-mated,primary_impostor,142,198,13,13,na,datasets/Precise/142_DY_150128-093353_13.jpeg,datasets/Precise/198_DY_150128-144237_13.jpeg
I_225_90_14,non-mated,primary_impostor,225,90,14,14,na,datasets/Precise/225_DY_150128-164234_14.jpeg,datasets/Precise/90_DY_150127-154109_14.jpeg
I_047_123_13,non-mated,primary_impostor,047,123,13,13,na,datasets/Precise/047_01-13-M80W_20130807151108_13.jpeg,datasets/Precise/123_DY_150128-081319_13.jpeg
I_045_51_14,non-mated,primary_impostor,045,51,14,14,na,datasets/Precise/045_01-14-F58AA_20130808143014_14.jpeg,datasets/Precise/51_DY_150127-114528_14.jpeg
I_136_155_14,non-mated,primary_impostor,136,155,14,14,na,datasets/Precise/136_DY_150128-092023_14.jpeg,datasets/Precise/155_DY_150128-105224_14.jpeg
I_123_170_13,non-mated,primary_impostor,123,170,13,13,na,datasets/Precise/123_DY_150128-081319_13.jpeg,datasets/Precise/170_DY_150128-120723_13.jpeg
I_198_936_14,non-mated,primary_impostor,198,936,14,14,na,datasets/Precise/198_DY_150128-144237_14.jpeg,datasets/Precise/936_DY_150217-135112_14.jpeg
I_167_38_13,non-mated,primary_impostor,167,38,13,13,na,datasets/Precise/167_DY_150128-114213_13.jpeg,datasets/Precise/38_DY_150127-111306_13.jpeg
I_056_921_13,non-mated,primary_impostor,056,921,13,13,na,datasets/Precise/056_01-13-F68AA_20130807164143_13.jpeg,datasets/Precise/921_DY_150217-124708_13.jpeg
I_191_48_13,non-mated,primary_impostor,191,48,13,13,na,datasets/Precise/191_DY_150128-135704_13.jpeg,datasets/Precise/48_DY_150127-121148_13.jpeg
I_125_220_13,non-mated,primary_impostor,125,220,13,13,na,datasets/Precise/125_DY_150128-080953_13.jpeg,datasets/Precise/220_DY_150128-161115_13.jpeg
I_16_83_14,non-mated,primary_impostor,16,83,14,14,na,datasets/Precise/16_DY_150127-091336_14.jpeg,datasets/Precise/83_150127-144641_14.jpeg
G_077_14_6260,mated,primary_genuine,077,077,14,14,na,datasets/Precise/077_01-14-M23H_20130806092727_14.jpeg,datasets/Precise/077_06-14-M23H_20130806093204_14.jpeg
I_148_291_13,non-mated,primary_impostor,148,291,13,13,na,datasets/Precise/148_DY_150128-100709_13.jpeg,datasets/Precise/291_DY_150129-131912_13.jpeg
I_074_102_13,non-mated,primary_impostor,074,102,13,13,na,datasets/Precise/074_01-13-F32A_20130808140219_13.jpeg,datasets/Precise/102_01-13-M40W_20130807163123_13.jpeg
G_66_13_15002,mated,primary_genuine,66,66,13,13,na,datasets/Precise/66_NM_150127-144643_13.jpeg,datasets/Precise/66_WT_150127-134708_13.jpeg
I_156_209_13,non-mated,primary_impostor,156,209,13,13,na,datasets/Precise/156_DY_150128-105600_13.jpeg,datasets/Precise/209_DY_150128-151145_13.jpeg
I_141_281_13,non-mated,primary_impostor,141,281,13,13,na,datasets/Precise/141_DY_150128-093031_13.jpeg,datasets/Precise/281_DY_150129-113013_13.jpeg
I_015_3_14,non-mated,primary_impostor,015,3,14,14,na,datasets/Precise/015_01-14-F56AA_20130806171656_14.jpeg,datasets/Precise/3_DY_150127-084643_14.jpeg
G_082_14_6708,mated,primary_genuine,082,082,14,14,na,datasets/Precise/082_01-14-M39AA_20130808100755_14.jpeg,datasets/Precise/082_04-14-M39AA_20130808101123_14.jpeg
I_109_922_13,non-mated,primary_impostor,109,922,13,13,na,datasets/Precise/109_01-13-F25W_20130805165628_13.jpeg,datasets/Precise/922_DY_150217-125004_13.jpeg
I_003_237_13,non-mated,primary_impostor,003,237,13,13,na,datasets/Precise/003_01-13-F68A_20130806125351_13.jpeg,datasets/Precise/237_DY_150128-174705_13.jpeg
I_189_271_13,non-mated,primary_impostor,189,271,13,13,na,datasets/Precise/189_DY_150128-134129_13.jpeg,datasets/Precise/271_DY_150129-095604_13.jpeg
I_125_58_13,non-mated,primary_impostor,125,58,13,13,na,datasets/Precise/125_DY_150128-080953_13.jpeg,datasets/Precise/58_DY_150127-125630_13.jpeg
I_141_18_14,non-mated,primary_impostor,141,18,14,14,na,datasets/Precise/141_DY_150128-093031_14.jpeg,datasets/Precise/18_DY_150127-093116_14.jpeg
I_110_190_14,non-mated,primary_impostor,110,190,14,14,na,datasets/Precise/110_01-14-F27W_20130805161254_14.jpeg,datasets/Precise/190_150128-150615_14.jpeg
I_288_904_14,non-mated,primary_impostor,288,904,14,14,na,datasets/Precise/288_DY_150129-130719_14.jpeg,datasets/Precise/904_DY_150217-111337_14.jpeg
I_057_902_13,non-mated,primary_impostor,057,902,13,13,na,datasets/Precise/057_01-13-F37H_20130806112021_13.jpeg,datasets/Precise/902_DY_150217-110223_13.jpeg
I_3_38_13,non-mated,primary_impostor,3,38,13,13,na,datasets/Precise/3_DY_150127-084643_13.jpeg,datasets/Precise/38_DY_150127-111306_13.jpeg
I_011_233_14,non-mated,primary_impostor,011,233,14,14,na,datasets/Precise/011_01-14-F24A_20130808164122_14.jpeg,datasets/Precise/233_DY_150128-173134_14.jpeg
I_935_936_13,non-mated,primary_impostor,935,936,13,13,na,datasets/Precise/935_DY_150217-134717_13.jpeg,datasets/Precise/936_DY_150217-135112_13.jpeg
I_049_934_13,non-mated,primary_impostor,049,934,13,13,na,datasets/Precise/049_01-13-M48W_20130806174433_13.jpeg,datasets/Precise/934_DY_150217-134248_13.jpeg
I_026_035_14,non-mated,primary_impostor,026,035,14,14,na,datasets/Precise/026_01-14-M49AA_20130808155841_14.jpeg,datasets/Precise/035_01-14-F56W_20130808150418_14.jpeg
I_118_914_13,non-mated,primary_impostor,118,914,13,13,na,datasets/Precise/118_NM_150127-171434_13.jpeg,datasets/Precise/914_DY_150217-120950_13.jpeg
I_78_922_14,non-mated,primary_impostor,78,922,14,14,na,datasets/Precise/78_DY_150127-145504_14.jpeg,datasets/Precise/922_DY_150217-125004_14.jpeg
I_024_097_14,non-mated,primary_impostor,024,097,14,14,na,datasets/Precise/024_01-14-F45AA_20130806145804_14.jpeg,datasets/Precise/097_01-14-M56W_20130808162259_14.jpeg
I_51_61_14,non-mated,primary_impostor,51,61,14,14,na,datasets/Precise/51_DY_150127-114528_14.jpeg,datasets/Precise/61_DY_150127-133445_14.jpeg
I_112_290_14,non-mated,primary_impostor,112,290,14,14,na,datasets/Precise/112_DY_150127-170727_14.jpeg,datasets/Precise/290_DY_150129-130057_14.jpeg
I_22_281_14,non-mated,primary_impostor,22,281,14,14,na,datasets/Precise/22_DY_150127-092550_14.jpeg,datasets/Precise/281_DY_150129-113013_14.jpeg
I_091_75_13,non-mated,primary_impostor,091,75,13,13,na,datasets/Precise/091_01-13-M65W_20130807181817_13.jpeg,datasets/Precise/75_DY_150127-143312_13.jpeg
G_37_13_14157,mated,primary_genuine,37,37,13,13,na,datasets/Precise/37_DY_150127-120411_13.jpeg,datasets/Precise/37_WT_150127-110252_13.jpeg
I_242_906_14,non-mated,primary_impostor,242,906,14,14,na,datasets/Precise/242_DY_150129-081334_14.jpeg,datasets/Precise/906_DY_150217-112250_14.jpeg
G_926_13_16158,mated,primary_genuine,926,926,13,13,na,datasets/Precise/926_DY_150217-131219_13.jpeg,datasets/Precise/926_WT_150217-131051_13.jpeg
I_015_063_14,non-mated,primary_impostor,015,063,14,14,na,datasets/Precise/015_01-14-F56AA_20130806171656_14.jpeg,datasets/Precise/063_01-14-F42AA_20130807161615_14.jpeg
I_128_199_14,non-mated,primary_impostor,128,199,14,14,na,datasets/Precise/128_DY_150128-082830_14.jpeg,datasets/Precise/199_DY_150128-141605_14.jpeg
I_032_089_14,non-mated,primary_impostor,032,089,14,14,na,datasets/Precise/032_01-14-F32W_20130806094547_14.jpeg,datasets/Precise/089_01-14-F59W_20130806181401_14.jpeg
I_92_97_13,non-mated,primary_impostor,92,97,13,13,na,datasets/Precise/92_DY_150127-152615_13.jpeg,datasets/Precise/97_DY_150127-175422_13.jpeg
I_184_260_13,non-mated,primary_impostor,184,260,13,13,na,datasets/Precise/184_DY_150128-131844_13.jpeg,datasets/Precise/260_DY_150129-082924_13.jpeg
I_30_927_14,non-mated,primary_impostor,30,927,14,14,na,datasets/Precise/30_DY_150127-102125_14.jpeg,datasets/Precise/927_DY_150217-131545_14.jpeg
I_109_281_13,non-mated,primary_impostor,109,281,13,13,na,datasets/Precise/109_01-13-F25W_20130805165628_13.jpeg,datasets/Precise/281_DY_150129-113013_13.jpeg
G_110_14_9500,mated,primary_genuine,110,110,14,14,na,datasets/Precise/110_01-14-F27W_20130805161254_14.jpeg,datasets/Precise/110_06-14-F27W_20130805161922_14.jpeg
G_051_13_4054,mated,primary_genuine,051,051,13,13,na,datasets/Precise/051_01-13-F34A_20130807095714_13.jpeg,datasets/Precise/051_05-13-F34A_20130807100154_13.jpeg
I_051_214_14,non-mated,primary_impostor,051,214,14,14,na,datasets/Precise/051_01-14-F34A_20130807095731_14.jpeg,datasets/Precise/214_DY_150128-150430_14.jpeg
I_172_912_14,non-mated,primary_impostor,172,912,14,14,na,datasets/Precise/172_DY_150128-112746_14.jpeg,datasets/Precise/912_DY_150217-115846_14.jpeg
I_051_31_14,non-mated,primary_impostor,051,31,14,14,na,datasets/Precise/051_01-14-F34A_20130807095731_14.jpeg,datasets/Precise/31_DY_150127-102731_14.jpeg
I_004_225_14,non-mated,primary_impostor,004,225,14,14,na,datasets/Precise/004_01-14-M70AA_20130808084559_14.jpeg,datasets/Precise/225_DY_150128-164234_14.jpeg
