pair_id,label,category,device_pair,img1_path,img2_path
I_00002330_00002402_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002402_R_500_slap_14.png
I_00002304_00002342_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002342_R_500_slap_13.png
G_2362_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002362_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002362_R_1000_slap_13.png
G_2408_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002408_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002408_R_1000_slap_14.png
I_00002330_00002391_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002391_R_500_slap_14.png
G_2386_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002386_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002386_R_1000_slap_14.png
G_2426_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002426_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002426_R_1000_slap_14.png
G_2328_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002328_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002328_R_1000_slap_14.png
I_00002330_00002369_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002369_R_500_slap_14.png
I_00002330_00002398_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002398_R_500_slap_14.png
G_2396_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002396_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002396_R_1000_slap_14.png
G_2423_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002423_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002423_R_1000_slap_13.png
I_00002330_00002325_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002325_R_500_slap_14.png
I_00002330_00002367_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002367_R_500_slap_14.png
I_00002304_00002395_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002395_R_500_slap_13.png
I_00002330_00002315_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002315_R_500_slap_14.png
I_00002330_00002380_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002380_R_500_slap_14.png
G_2399_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002399_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002399_R_1000_slap_13.png
I_00002330_00002358_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002358_R_500_slap_14.png
I_00002304_00002344_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002344_R_500_slap_13.png
G_2455_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002455_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002455_R_1000_slap_13.png
I_00002304_00002358_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002358_R_500_slap_13.png
I_00002330_00002372_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002372_R_500_slap_14.png
G_2320_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002320_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002320_R_1000_slap_13.png
I_00002330_00002304_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_14.png
G_2409_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002409_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002409_R_1000_slap_14.png
I_00002304_00002332_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002332_R_500_slap_13.png
G_2314_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002314_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002314_R_1000_slap_13.png
G_2374_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002374_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002374_R_1000_slap_14.png
G_2349_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002349_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002349_R_1000_slap_13.png
G_2352_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002352_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002352_R_1000_slap_14.png
G_2425_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002425_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002425_R_1000_slap_14.png
I_00002330_00002374_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002374_R_500_slap_14.png
G_2455_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002455_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002455_R_1000_slap_14.png
G_2321_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002321_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002321_R_1000_slap_14.png
G_2424_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002424_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002424_R_1000_slap_14.png
G_2447_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002447_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002447_R_1000_slap_14.png
G_2303_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002303_R_1000_slap_13.png
G_2319_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002319_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002319_R_1000_slap_14.png
I_00002304_00002380_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002380_R_500_slap_13.png
I_00002304_00002399_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002399_R_500_slap_13.png
G_2388_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002388_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002388_R_1000_slap_14.png
G_2481_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002481_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002481_R_1000_slap_13.png
I_00002304_00002388_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002388_R_500_slap_13.png
G_2310_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002310_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002310_R_1000_slap_14.png
I_00002330_00002386_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002386_R_500_slap_14.png
I_00002304_00002372_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002372_R_500_slap_13.png
I_00002304_00002314_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002314_R_500_slap_13.png
G_2355_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002355_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002355_R_1000_slap_14.png
I_00002304_00002303_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_13.png
I_00002330_00002407_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002407_R_500_slap_14.png
G_2358_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002358_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002358_R_1000_slap_14.png
I_00002304_00002402_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002402_R_500_slap_13.png
G_2351_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002351_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002351_R_1000_slap_14.png
I_00002330_00002327_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002327_R_500_slap_14.png
I_00002304_00002440_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002440_R_500_slap_13.png
G_2374_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002374_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002374_R_1000_slap_13.png
G_2306_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002306_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002306_R_1000_slap_14.png
G_2372_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002372_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002372_R_1000_slap_13.png
G_2407_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002407_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002407_R_1000_slap_13.png
I_00002330_00002401_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002401_R_500_slap_14.png
I_00002330_00002463_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002463_R_500_slap_14.png
G_2348_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002348_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002348_R_1000_slap_14.png
G_2319_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002319_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002319_R_1000_slap_13.png
G_2315_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002315_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002315_R_1000_slap_13.png
G_2307_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002307_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002307_R_1000_slap_13.png
I_00002304_00002330_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_13.png
I_00002304_00002423_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002423_R_500_slap_13.png
G_2344_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002344_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002344_R_1000_slap_13.png
I_00002330_00002342_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002342_R_500_slap_14.png
G_2306_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002306_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002306_R_1000_slap_13.png
I_00002330_00002320_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002320_R_500_slap_14.png
G_2395_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002395_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002395_R_1000_slap_14.png
I_00002330_00002303_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_14.png
G_2357_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002357_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002357_R_1000_slap_14.png
I_00002330_00002328_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002328_R_500_slap_14.png
I_00002304_00002375_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002375_R_500_slap_13.png
I_00002330_00002353_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002353_R_500_slap_14.png
I_00002304_00002356_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002356_R_500_slap_13.png
G_2303_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002303_R_1000_slap_14.png
G_2341_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002341_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002341_R_1000_slap_14.png
I_00002330_00002321_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002321_R_500_slap_14.png
I_00002330_00002344_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002344_R_500_slap_14.png
G_2424_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002424_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002424_R_1000_slap_13.png
G_2330_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002330_R_1000_slap_14.png
G_2353_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002353_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002353_R_1000_slap_14.png
I_00002304_00002418_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002418_R_500_slap_13.png
G_2376_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002376_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002376_R_1000_slap_14.png
G_2415_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002415_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002415_R_1000_slap_13.png
I_00002304_00002374_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002374_R_500_slap_13.png
I_00002330_00002403_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002403_R_500_slap_14.png
G_2328_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002328_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002328_R_1000_slap_13.png
