pair_id,label,frgp,which_hand,subject1,subject2,ground_truth,similarity_score,raw_response,latency_s,model,prompting_setting,timestamp
I_00002371_00002384_frgp14,impostor,14,left,2371,2384,B,65,65,0.296,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:09
I_00002303_00002362_frgp14,impostor,14,left,2303,2362,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:09
I_00002320_00002383_frgp14,impostor,14,left,2320,2383,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:10
I_00002344_00002403_frgp13,impostor,13,right,2344,2403,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:10
I_00002304_00002330_frgp13,impostor,13,right,2304,2330,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:10
I_00002320_00002455_frgp14,impostor,14,left,2320,2455,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:10
I_00002313_00002353_frgp13,impostor,13,right,2313,2353,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:11
I_00002351_00002412_frgp13,impostor,13,right,2351,2412,B,0,0,0.275,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:11
I_00002395_00002413_frgp14,impostor,14,left,2395,2413,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:11
I_00002368_00002403_frgp14,impostor,14,left,2368,2403,B,65,65,0.292,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:12
I_00002320_00002358_frgp13,impostor,13,right,2320,2358,B,0,0,0.276,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:12
I_00002384_00002455_frgp14,impostor,14,left,2384,2455,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:12
I_00002307_00002312_frgp13,impostor,13,right,2307,2312,B,65,65,0.296,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:12
G_2463_frgp13,genuine,13,right,2463,2463,A,100,100,0.396,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:13
I_00002306_00002349_frgp13,impostor,13,right,2306,2349,B,65,65,0.299,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:13
I_00002303_00002401_frgp13,impostor,13,right,2303,2401,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:13
I_00002304_00002338_frgp14,impostor,14,left,2304,2338,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:14
I_00002388_00002413_frgp14,impostor,14,left,2388,2413,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:14
I_00002355_00002401_frgp14,impostor,14,left,2355,2401,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:14
I_00002338_00002379_frgp14,impostor,14,left,2338,2379,B,65,65,0.297,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:15
I_00002360_00002425_frgp13,impostor,13,right,2360,2425,B,85,85,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:15
I_00002329_00002348_frgp13,impostor,13,right,2329,2348,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:15
I_00002373_00002384_frgp14,impostor,14,left,2373,2384,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:15
I_00002314_00002381_frgp14,impostor,14,left,2314,2381,B,0,0,0.278,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:16
I_00002392_00002407_frgp14,impostor,14,left,2392,2407,B,65,65,0.296,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:16
I_00002317_00002399_frgp14,impostor,14,left,2317,2399,B,0,0,0.279,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:16
I_00002348_00002395_frgp13,impostor,13,right,2348,2395,B,65,65,0.291,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:17
I_00002356_00002374_frgp13,impostor,13,right,2356,2374,B,65,65,0.302,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:17
I_00002312_00002408_frgp13,impostor,13,right,2312,2408,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:17
I_00002319_00002355_frgp14,impostor,14,left,2319,2355,B,85,85,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:18
I_00002372_00002379_frgp14,impostor,14,left,2372,2379,B,65,65,0.298,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:18
I_00002374_00002398_frgp13,impostor,13,right,2374,2398,B,65,65,0.297,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:18
I_00002412_00002463_frgp13,impostor,13,right,2412,2463,B,65,65,0.296,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:18
I_00002338_00002383_frgp14,impostor,14,left,2338,2383,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:19
I_00002332_00002359_frgp14,impostor,14,left,2332,2359,B,65,65,0.302,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:19
I_00002381_00002426_frgp14,impostor,14,left,2381,2426,B,65,65,0.297,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:19
I_00002375_00002440_frgp13,impostor,13,right,2375,2440,B,65,65,0.301,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:20
I_00002351_00002383_frgp14,impostor,14,left,2351,2383,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:20
I_00002310_00002372_frgp13,impostor,13,right,2310,2372,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:20
I_00002340_00002368_frgp13,impostor,13,right,2340,2368,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:20
I_00002368_00002426_frgp13,impostor,13,right,2368,2426,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:21
I_00002317_00002380_frgp14,impostor,14,left,2317,2380,B,85,85,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:21
I_00002303_00002380_frgp13,impostor,13,right,2303,2380,B,65,65,0.296,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:21
I_00002313_00002328_frgp14,impostor,14,left,2313,2328,B,65,65,0.297,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:22
I_00002339_00002401_frgp14,impostor,14,left,2339,2401,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:22
I_00002310_00002381_frgp14,impostor,14,left,2310,2381,B,0,0,0.277,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:22
I_00002307_00002330_frgp14,impostor,14,left,2307,2330,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:23
I_00002391_00002406_frgp14,impostor,14,left,2391,2406,B,65,65,0.297,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:23
I_00002326_00002408_frgp13,impostor,13,right,2326,2408,B,65,65,0.297,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:23
I_00002306_00002426_frgp13,impostor,13,right,2306,2426,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:23
I_00002330_00002424_frgp14,impostor,14,left,2330,2424,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:24
I_00002348_00002415_frgp13,impostor,13,right,2348,2415,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:24
I_00002349_00002408_frgp13,impostor,13,right,2349,2408,B,65,65,0.296,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:24
I_00002369_00002394_frgp14,impostor,14,left,2369,2394,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:25
I_00002351_00002405_frgp13,impostor,13,right,2351,2405,B,65,65,0.292,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:25
I_00002358_00002415_frgp13,impostor,13,right,2358,2415,B,65,65,0.306,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:25
I_00002329_00002408_frgp13,impostor,13,right,2329,2408,B,85,85,0.316,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:26
I_00002360_00002370_frgp13,impostor,13,right,2360,2370,B,65,65,0.316,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:26
I_00002338_00002344_frgp14,impostor,14,left,2338,2344,B,65,65,0.318,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:26
I_00002367_00002394_frgp14,impostor,14,left,2367,2394,B,65,65,0.316,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:26
I_00002303_00002349_frgp13,impostor,13,right,2303,2349,B,65,65,0.322,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:27
I_00002319_00002425_frgp13,impostor,13,right,2319,2425,B,65,65,0.307,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:27
I_00002315_00002360_frgp13,impostor,13,right,2315,2360,B,85,85,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:27
I_00002380_00002428_frgp14,impostor,14,left,2380,2428,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:28
I_00002317_00002428_frgp14,impostor,14,left,2317,2428,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:28
I_00002375_00002418_frgp14,impostor,14,left,2375,2418,B,65,65,0.296,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:28
I_00002381_00002386_frgp13,impostor,13,right,2381,2386,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:29
I_00002312_00002362_frgp14,impostor,14,left,2312,2362,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:29
I_00002339_00002370_frgp14,impostor,14,left,2339,2370,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:29
I_00002423_00002428_frgp14,impostor,14,left,2423,2428,B,65,65,0.292,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:29
I_00002304_00002481_frgp13,impostor,13,right,2304,2481,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:30
I_00002342_00002399_frgp14,impostor,14,left,2342,2399,B,0,0,0.278,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:30
I_00002364_00002384_frgp14,impostor,14,left,2364,2384,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:30
I_00002368_00002384_frgp13,impostor,13,right,2368,2384,B,85,85,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:31
I_00002337_00002349_frgp14,impostor,14,left,2337,2349,B,65,65,0.296,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:31
I_00002395_00002405_frgp14,impostor,14,left,2395,2405,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:31
I_00002360_00002423_frgp13,impostor,13,right,2360,2423,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:31
I_00002388_00002463_frgp14,impostor,14,left,2388,2463,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:32
I_00002412_00002462_frgp13,impostor,13,right,2412,2462,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:32
I_00002326_00002455_frgp13,impostor,13,right,2326,2455,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:32
I_00002405_00002428_frgp14,impostor,14,left,2405,2428,B,65,65,0.292,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:33
I_00002359_00002384_frgp14,impostor,14,left,2359,2384,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:33
I_00002383_00002388_frgp14,impostor,14,left,2383,2388,B,85,85,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:33
I_00002317_00002401_frgp14,impostor,14,left,2317,2401,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:34
I_00002330_00002341_frgp14,impostor,14,left,2330,2341,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:34
I_00002386_00002392_frgp13,impostor,13,right,2386,2392,B,65,65,0.296,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:34
I_00002314_00002412_frgp14,impostor,14,left,2314,2412,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:34
I_00002342_00002386_frgp13,impostor,13,right,2342,2386,B,0,0,0.278,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:35
I_00002401_00002418_frgp14,impostor,14,left,2401,2418,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:35
I_00002356_00002367_frgp14,impostor,14,left,2356,2367,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:35
I_00002402_00002425_frgp13,impostor,13,right,2402,2425,B,65,65,0.298,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:36
I_00002380_00002386_frgp13,impostor,13,right,2380,2386,B,0,0,0.28,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:36
I_00002342_00002423_frgp14,impostor,14,left,2342,2423,B,65,65,0.297,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:36
I_00002425_00002440_frgp14,impostor,14,left,2425,2440,B,85,85,0.297,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:36
I_00002353_00002357_frgp14,impostor,14,left,2353,2357,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:37
I_00002330_00002399_frgp13,impostor,13,right,2330,2399,B,65,65,0.297,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:37
I_00002319_00002409_frgp14,impostor,14,left,2319,2409,B,85,85,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:37
I_00002356_00002357_frgp13,impostor,13,right,2356,2357,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:38
I_00002383_00002425_frgp13,impostor,13,right,2383,2425,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:38
I_00002304_00002401_frgp13,impostor,13,right,2304,2401,B,65,65,0.296,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:38
I_00002368_00002426_frgp14,impostor,14,left,2368,2426,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:39
I_00002328_00002481_frgp14,impostor,14,left,2328,2481,B,65,65,0.297,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:39
I_00002348_00002391_frgp14,impostor,14,left,2348,2391,B,65,65,0.296,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:39
I_00002327_00002375_frgp14,impostor,14,left,2327,2375,B,65,65,0.299,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:39
I_00002351_00002359_frgp14,impostor,14,left,2351,2359,B,0,0,0.283,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:40
I_00002313_00002344_frgp14,impostor,14,left,2313,2344,B,65,65,0.297,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:40
I_00002314_00002424_frgp13,impostor,13,right,2314,2424,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:40
I_00002364_00002380_frgp14,impostor,14,left,2364,2380,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:41
I_00002325_00002398_frgp14,impostor,14,left,2325,2398,B,65,65,0.291,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:41
I_00002405_00002447_frgp13,impostor,13,right,2405,2447,B,85,85,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:41
I_00002357_00002455_frgp13,impostor,13,right,2357,2455,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:41
I_00002360_00002455_frgp14,impostor,14,left,2360,2455,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:42
I_00002326_00002356_frgp14,impostor,14,left,2326,2356,B,65,65,0.296,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:42
I_00002317_00002415_frgp14,impostor,14,left,2317,2415,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:42
I_00002312_00002428_frgp13,impostor,13,right,2312,2428,B,85,85,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:43
I_00002351_00002413_frgp14,impostor,14,left,2351,2413,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:43
I_00002398_00002424_frgp14,impostor,14,left,2398,2424,B,65,65,0.296,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:43
I_00002426_00002455_frgp13,impostor,13,right,2426,2455,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:44
I_00002317_00002369_frgp13,impostor,13,right,2317,2369,B,85,85,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:44
I_00002342_00002402_frgp14,impostor,14,left,2342,2402,B,0,0,0.279,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:44
I_00002306_00002388_frgp14,impostor,14,left,2306,2388,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:44
I_00002359_00002376_frgp14,impostor,14,left,2359,2376,B,85,85,0.298,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:45
I_00002314_00002384_frgp13,impostor,13,right,2314,2384,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:45
I_00002409_00002418_frgp13,impostor,13,right,2409,2418,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:45
I_00002325_00002395_frgp13,impostor,13,right,2325,2395,B,65,65,0.292,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:46
I_00002337_00002372_frgp13,impostor,13,right,2337,2372,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:46
I_00002344_00002372_frgp14,impostor,14,left,2344,2372,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:46
I_00002306_00002402_frgp14,impostor,14,left,2306,2402,B,0,0,0.278,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:46
I_00002425_00002463_frgp13,impostor,13,right,2425,2463,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:47
I_00002332_00002381_frgp14,impostor,14,left,2332,2381,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:47
I_00002328_00002376_frgp13,impostor,13,right,2328,2376,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:47
I_00002381_00002402_frgp14,impostor,14,left,2381,2402,B,65,65,0.298,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:48
I_00002321_00002327_frgp13,impostor,13,right,2321,2327,B,85,85,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:48
I_00002355_00002392_frgp14,impostor,14,left,2355,2392,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:48
G_2370_frgp13,genuine,13,right,2370,2370,A,100,100,0.391,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:49
I_00002313_00002360_frgp13,impostor,13,right,2313,2360,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:49
I_00002319_00002405_frgp14,impostor,14,left,2319,2405,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:49
I_00002327_00002424_frgp13,impostor,13,right,2327,2424,B,85,85,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:49
I_00002304_00002367_frgp13,impostor,13,right,2304,2367,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:50
I_00002306_00002358_frgp14,impostor,14,left,2306,2358,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:50
I_00002312_00002314_frgp14,impostor,14,left,2312,2314,B,65,65,0.303,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:50
I_00002364_00002368_frgp13,impostor,13,right,2364,2368,B,65,65,0.315,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:51
I_00002403_00002455_frgp14,impostor,14,left,2403,2455,B,65,65,0.315,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:51
I_00002313_00002314_frgp14,impostor,14,left,2313,2314,B,65,65,0.316,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:51
I_00002325_00002341_frgp13,impostor,13,right,2325,2341,B,65,65,0.316,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:52
I_00002319_00002358_frgp14,impostor,14,left,2319,2358,B,65,65,0.316,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:52
I_00002372_00002423_frgp14,impostor,14,left,2372,2423,B,65,65,0.302,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:52
I_00002348_00002401_frgp13,impostor,13,right,2348,2401,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:53
I_00002379_00002384_frgp13,impostor,13,right,2379,2384,B,85,85,0.307,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:53
I_00002334_00002413_frgp13,impostor,13,right,2334,2413,B,65,65,0.296,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:53
I_00002362_00002374_frgp13,impostor,13,right,2362,2374,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:53
I_00002413_00002428_frgp14,impostor,14,left,2413,2428,B,85,85,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:54
I_00002340_00002372_frgp14,impostor,14,left,2340,2372,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:54
I_00002310_00002321_frgp13,impostor,13,right,2310,2321,B,85,85,0.292,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:54
I_00002330_00002395_frgp13,impostor,13,right,2330,2395,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:55
I_00002357_00002384_frgp13,impostor,13,right,2357,2384,B,85,85,0.297,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:55
I_00002328_00002367_frgp14,impostor,14,left,2328,2367,B,65,65,0.297,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:55
I_00002334_00002402_frgp14,impostor,14,left,2334,2402,B,0,0,0.278,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:55
I_00002325_00002358_frgp13,impostor,13,right,2325,2358,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:56
I_00002352_00002359_frgp14,impostor,14,left,2352,2359,B,65,65,0.297,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:56
I_00002306_00002409_frgp13,impostor,13,right,2306,2409,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:56
I_00002360_00002370_frgp14,impostor,14,left,2360,2370,B,65,65,0.292,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:57
I_00002334_00002396_frgp14,impostor,14,left,2334,2396,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:57
I_00002303_00002315_frgp13,impostor,13,right,2303,2315,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:57
I_00002380_00002394_frgp13,impostor,13,right,2380,2394,B,65,65,0.292,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:58
I_00002372_00002408_frgp14,impostor,14,left,2372,2408,B,65,65,0.292,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:58
I_00002312_00002462_frgp13,impostor,13,right,2312,2462,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:58
I_00002315_00002334_frgp13,impostor,13,right,2315,2334,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:58
I_00002379_00002392_frgp13,impostor,13,right,2379,2392,B,95,95,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:59
I_00002304_00002315_frgp13,impostor,13,right,2304,2315,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:59
I_00002329_00002339_frgp14,impostor,14,left,2329,2339,B,65,65,0.293,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:18:59
I_00002412_00002413_frgp14,impostor,14,left,2412,2413,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:19:00
I_00002396_00002425_frgp13,impostor,13,right,2396,2425,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:19:00
I_00002330_00002402_frgp14,impostor,14,left,2330,2402,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:19:00
I_00002352_00002462_frgp13,impostor,13,right,2352,2462,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:19:00
I_00002392_00002440_frgp13,impostor,13,right,2392,2440,B,85,85,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:19:01
I_00002313_00002371_frgp14,impostor,14,left,2313,2371,B,65,65,0.296,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:19:01
I_00002344_00002364_frgp14,impostor,14,left,2344,2364,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:19:01
I_00002320_00002447_frgp13,impostor,13,right,2320,2447,B,85,85,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:19:02
I_00002314_00002409_frgp14,impostor,14,left,2314,2409,B,65,65,0.292,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:19:02
I_00002364_00002372_frgp13,impostor,13,right,2364,2372,B,65,65,0.292,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:19:02
I_00002395_00002455_frgp13,impostor,13,right,2395,2455,B,0,0,0.276,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:19:03
I_00002370_00002447_frgp14,impostor,14,left,2370,2447,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:19:03
I_00002447_00002481_frgp13,impostor,13,right,2447,2481,B,65,65,0.295,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:19:03
I_00002330_00002440_frgp13,impostor,13,right,2330,2440,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:19:03
I_00002352_00002423_frgp13,impostor,13,right,2352,2423,B,65,65,0.294,Qwen3-VL-8B-Instruct,similarity_score,2026-06-13T17:19:04
