pair_id,label,frgp,which_hand,subject1,subject2,ground_truth,similarity_score,raw_response,res1,res2,latency_s,model,prompting_setting,timestamp
I_2307_2447_frgp13,impostor,13,right,2307,2447,B,85,85,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:06:40
I_2307_2455_frgp13,impostor,13,right,2307,2455,B,65,65,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:06:40
I_2307_2462_frgp13,impostor,13,right,2307,2462,B,65,65,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:06:41
I_2307_2463_frgp13,impostor,13,right,2307,2463,B,65,65,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:06:41
I_2307_2481_frgp13,impostor,13,right,2307,2481,B,65,65,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:06:42
I_2310_2312_frgp13,impostor,13,right,2310,2312,B,65,65,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:06:42
I_2310_2313_frgp13,impostor,13,right,2310,2313,B,65,65,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:06:42
I_2310_2314_frgp13,impostor,13,right,2310,2314,B,65,65,1000,500,0.379,qwen3vl,similarity_score,2026-07-06T23:06:43
I_2310_2315_frgp13,impostor,13,right,2310,2315,B,85,85,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:06:43
I_2310_2317_frgp13,impostor,13,right,2310,2317,B,65,65,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:06:43
I_2310_2319_frgp13,impostor,13,right,2310,2319,B,65,65,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:06:44
I_2310_2320_frgp13,impostor,13,right,2310,2320,B,65,65,1000,500,0.399,qwen3vl,similarity_score,2026-07-06T23:06:44
I_2310_2321_frgp13,impostor,13,right,2310,2321,B,85,85,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:06:45
I_2310_2325_frgp13,impostor,13,right,2310,2325,B,65,65,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:06:45
I_2310_2326_frgp13,impostor,13,right,2310,2326,B,65,65,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:06:45
I_2310_2327_frgp13,impostor,13,right,2310,2327,B,65,65,1000,500,0.379,qwen3vl,similarity_score,2026-07-06T23:06:46
I_2310_2328_frgp13,impostor,13,right,2310,2328,B,65,65,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:06:46
I_2310_2329_frgp13,impostor,13,right,2310,2329,B,85,85,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:06:46
I_2310_2330_frgp13,impostor,13,right,2310,2330,B,65,65,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:06:47
I_2310_2332_frgp13,impostor,13,right,2310,2332,B,65,65,1000,500,0.379,qwen3vl,similarity_score,2026-07-06T23:06:47
I_2310_2334_frgp13,impostor,13,right,2310,2334,B,65,65,1000,500,0.379,qwen3vl,similarity_score,2026-07-06T23:06:48
I_2310_2337_frgp13,impostor,13,right,2310,2337,B,95,95,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:06:48
I_2310_2338_frgp13,impostor,13,right,2310,2338,B,65,65,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:06:48
I_2310_2339_frgp13,impostor,13,right,2310,2339,B,85,85,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:06:49
I_2310_2340_frgp13,impostor,13,right,2310,2340,B,85,85,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:06:49
I_2310_2341_frgp13,impostor,13,right,2310,2341,B,65,65,1000,500,0.379,qwen3vl,similarity_score,2026-07-06T23:06:50
I_2310_2342_frgp13,impostor,13,right,2310,2342,B,65,65,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:06:50
I_2310_2344_frgp13,impostor,13,right,2310,2344,B,65,65,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:06:50
I_2310_2348_frgp13,impostor,13,right,2310,2348,B,65,65,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:06:51
I_2310_2349_frgp13,impostor,13,right,2310,2349,B,65,65,1000,500,0.388,qwen3vl,similarity_score,2026-07-06T23:06:51
I_2310_2351_frgp13,impostor,13,right,2310,2351,B,65,65,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:06:51
I_2310_2352_frgp13,impostor,13,right,2310,2352,B,65,65,1000,500,0.377,qwen3vl,similarity_score,2026-07-06T23:06:52
I_2310_2353_frgp13,impostor,13,right,2310,2353,B,65,65,1000,500,0.379,qwen3vl,similarity_score,2026-07-06T23:06:52
I_2310_2355_frgp13,impostor,13,right,2310,2355,B,65,65,1000,500,0.375,qwen3vl,similarity_score,2026-07-06T23:06:53
I_2310_2356_frgp13,impostor,13,right,2310,2356,B,65,65,1000,500,0.379,qwen3vl,similarity_score,2026-07-06T23:06:53
I_2310_2357_frgp13,impostor,13,right,2310,2357,B,65,65,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:06:53
I_2310_2358_frgp13,impostor,13,right,2310,2358,B,65,65,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:06:54
I_2310_2359_frgp13,impostor,13,right,2310,2359,B,65,65,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:06:54
I_2310_2360_frgp13,impostor,13,right,2310,2360,B,85,85,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:06:54
I_2310_2362_frgp13,impostor,13,right,2310,2362,B,65,65,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:06:55
I_2310_2364_frgp13,impostor,13,right,2310,2364,B,65,65,1000,500,0.376,qwen3vl,similarity_score,2026-07-06T23:06:55
I_2310_2367_frgp13,impostor,13,right,2310,2367,B,0,0,1000,500,0.363,qwen3vl,similarity_score,2026-07-06T23:06:56
I_2310_2368_frgp13,impostor,13,right,2310,2368,B,65,65,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:06:56
I_2310_2369_frgp13,impostor,13,right,2310,2369,B,85,85,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:06:56
I_2310_2370_frgp13,impostor,13,right,2310,2370,B,65,65,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:06:57
I_2310_2371_frgp13,impostor,13,right,2310,2371,B,65,65,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:06:57
I_2310_2372_frgp13,impostor,13,right,2310,2372,B,65,65,1000,500,0.378,qwen3vl,similarity_score,2026-07-06T23:06:58
I_2310_2373_frgp13,impostor,13,right,2310,2373,B,65,65,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:06:58
I_2310_2374_frgp13,impostor,13,right,2310,2374,B,65,65,1000,500,0.386,qwen3vl,similarity_score,2026-07-06T23:06:58
I_2310_2375_frgp13,impostor,13,right,2310,2375,B,65,65,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:06:59
I_2310_2376_frgp13,impostor,13,right,2310,2376,B,65,65,1000,500,0.386,qwen3vl,similarity_score,2026-07-06T23:06:59
I_2310_2379_frgp13,impostor,13,right,2310,2379,B,65,65,1000,500,0.384,qwen3vl,similarity_score,2026-07-06T23:06:59
I_2310_2380_frgp13,impostor,13,right,2310,2380,B,65,65,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:07:00
I_2310_2381_frgp13,impostor,13,right,2310,2381,B,65,65,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:07:00
I_2310_2383_frgp13,impostor,13,right,2310,2383,B,65,65,1000,500,0.379,qwen3vl,similarity_score,2026-07-06T23:07:01
I_2310_2384_frgp13,impostor,13,right,2310,2384,B,65,65,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:07:01
I_2310_2386_frgp13,impostor,13,right,2310,2386,B,0,0,1000,500,0.363,qwen3vl,similarity_score,2026-07-06T23:07:01
I_2310_2388_frgp13,impostor,13,right,2310,2388,B,65,65,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:07:02
I_2310_2391_frgp13,impostor,13,right,2310,2391,B,65,65,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:07:02
I_2310_2392_frgp13,impostor,13,right,2310,2392,B,65,65,1000,500,0.378,qwen3vl,similarity_score,2026-07-06T23:07:02
I_2310_2394_frgp13,impostor,13,right,2310,2394,B,65,65,1000,500,0.378,qwen3vl,similarity_score,2026-07-06T23:07:03
I_2310_2395_frgp13,impostor,13,right,2310,2395,B,65,65,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:07:03
I_2310_2396_frgp13,impostor,13,right,2310,2396,B,65,65,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:07:04
I_2310_2398_frgp13,impostor,13,right,2310,2398,B,65,65,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:07:04
I_2310_2399_frgp13,impostor,13,right,2310,2399,B,65,65,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:07:04
I_2310_2401_frgp13,impostor,13,right,2310,2401,B,65,65,1000,500,0.386,qwen3vl,similarity_score,2026-07-06T23:07:05
I_2310_2402_frgp13,impostor,13,right,2310,2402,B,65,65,1000,500,0.385,qwen3vl,similarity_score,2026-07-06T23:07:05
I_2310_2403_frgp13,impostor,13,right,2310,2403,B,65,65,1000,500,0.379,qwen3vl,similarity_score,2026-07-06T23:07:06
I_2310_2405_frgp13,impostor,13,right,2310,2405,B,65,65,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:07:06
I_2310_2406_frgp13,impostor,13,right,2310,2406,B,65,65,1000,500,0.387,qwen3vl,similarity_score,2026-07-06T23:07:06
I_2310_2407_frgp13,impostor,13,right,2310,2407,B,65,65,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:07:07
I_2310_2408_frgp13,impostor,13,right,2310,2408,B,65,65,1000,500,0.384,qwen3vl,similarity_score,2026-07-06T23:07:07
I_2310_2409_frgp13,impostor,13,right,2310,2409,B,65,65,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:07:07
I_2310_2412_frgp13,impostor,13,right,2310,2412,B,65,65,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:07:08
I_2310_2413_frgp13,impostor,13,right,2310,2413,B,65,65,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:07:08
I_2310_2415_frgp13,impostor,13,right,2310,2415,B,65,65,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:07:09
I_2310_2418_frgp13,impostor,13,right,2310,2418,B,65,65,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:07:09
I_2310_2423_frgp13,impostor,13,right,2310,2423,B,65,65,1000,500,0.379,qwen3vl,similarity_score,2026-07-06T23:07:09
I_2310_2424_frgp13,impostor,13,right,2310,2424,B,65,65,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:07:10
I_2310_2425_frgp13,impostor,13,right,2310,2425,B,85,85,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:07:10
I_2310_2426_frgp13,impostor,13,right,2310,2426,B,65,65,1000,500,0.379,qwen3vl,similarity_score,2026-07-06T23:07:10
I_2310_2428_frgp13,impostor,13,right,2310,2428,B,85,85,1000,500,0.378,qwen3vl,similarity_score,2026-07-06T23:07:11
I_2310_2440_frgp13,impostor,13,right,2310,2440,B,85,85,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:07:11
I_2310_2447_frgp13,impostor,13,right,2310,2447,B,65,65,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:07:12
I_2310_2455_frgp13,impostor,13,right,2310,2455,B,65,65,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:07:12
I_2310_2462_frgp13,impostor,13,right,2310,2462,B,85,85,1000,500,0.379,qwen3vl,similarity_score,2026-07-06T23:07:12
I_2310_2463_frgp13,impostor,13,right,2310,2463,B,65,65,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:07:13
I_2310_2481_frgp13,impostor,13,right,2310,2481,B,65,65,1000,500,0.385,qwen3vl,similarity_score,2026-07-06T23:07:13
I_2312_2313_frgp13,impostor,13,right,2312,2313,B,65,65,1000,500,0.385,qwen3vl,similarity_score,2026-07-06T23:07:14
I_2312_2314_frgp13,impostor,13,right,2312,2314,B,65,65,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:07:14
I_2312_2315_frgp13,impostor,13,right,2312,2315,B,85,85,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:07:14
I_2312_2317_frgp13,impostor,13,right,2312,2317,B,85,85,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:07:15
I_2312_2319_frgp13,impostor,13,right,2312,2319,B,85,85,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:07:15
I_2312_2320_frgp13,impostor,13,right,2312,2320,B,85,85,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:07:15
I_2312_2321_frgp13,impostor,13,right,2312,2321,B,65,65,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:07:16
I_2312_2325_frgp13,impostor,13,right,2312,2325,B,65,65,1000,500,0.378,qwen3vl,similarity_score,2026-07-06T23:07:16
I_2312_2326_frgp13,impostor,13,right,2312,2326,B,65,65,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:07:17
I_2312_2327_frgp13,impostor,13,right,2312,2327,B,65,65,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:07:17
I_2312_2328_frgp13,impostor,13,right,2312,2328,B,65,65,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:07:17
I_2312_2329_frgp13,impostor,13,right,2312,2329,B,85,85,1000,500,0.378,qwen3vl,similarity_score,2026-07-06T23:07:18
I_2312_2330_frgp13,impostor,13,right,2312,2330,B,65,65,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:07:18
I_2312_2332_frgp13,impostor,13,right,2312,2332,B,85,85,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:07:18
I_2312_2334_frgp13,impostor,13,right,2312,2334,B,65,65,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:07:19
I_2312_2337_frgp13,impostor,13,right,2312,2337,B,85,85,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:07:19
I_2312_2338_frgp13,impostor,13,right,2312,2338,B,85,85,1000,500,0.379,qwen3vl,similarity_score,2026-07-06T23:07:20
I_2312_2339_frgp13,impostor,13,right,2312,2339,B,65,65,1000,500,0.377,qwen3vl,similarity_score,2026-07-06T23:07:20
I_2312_2340_frgp13,impostor,13,right,2312,2340,B,85,85,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:07:20
I_2312_2341_frgp13,impostor,13,right,2312,2341,B,65,65,1000,500,0.385,qwen3vl,similarity_score,2026-07-06T23:07:21
I_2312_2342_frgp13,impostor,13,right,2312,2342,B,65,65,1000,500,0.389,qwen3vl,similarity_score,2026-07-06T23:07:21
I_2312_2344_frgp13,impostor,13,right,2312,2344,B,65,65,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:07:22
I_2312_2348_frgp13,impostor,13,right,2312,2348,B,65,65,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:07:22
I_2312_2349_frgp13,impostor,13,right,2312,2349,B,30,30,1000,500,0.389,qwen3vl,similarity_score,2026-07-06T23:07:22
I_2312_2351_frgp13,impostor,13,right,2312,2351,B,65,65,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:07:23
I_2312_2352_frgp13,impostor,13,right,2312,2352,B,65,65,1000,500,0.384,qwen3vl,similarity_score,2026-07-06T23:07:23
I_2312_2353_frgp13,impostor,13,right,2312,2353,B,85,85,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:07:23
I_2312_2355_frgp13,impostor,13,right,2312,2355,B,85,85,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:07:24
I_2312_2356_frgp13,impostor,13,right,2312,2356,B,65,65,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:07:24
I_2312_2357_frgp13,impostor,13,right,2312,2357,B,65,65,1000,500,0.384,qwen3vl,similarity_score,2026-07-06T23:07:25
I_2312_2358_frgp13,impostor,13,right,2312,2358,B,65,65,1000,500,0.376,qwen3vl,similarity_score,2026-07-06T23:07:25
I_2312_2359_frgp13,impostor,13,right,2312,2359,B,65,65,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:07:25
I_2312_2360_frgp13,impostor,13,right,2312,2360,B,85,85,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:07:26
I_2312_2362_frgp13,impostor,13,right,2312,2362,B,85,85,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:07:26
I_2312_2364_frgp13,impostor,13,right,2312,2364,B,85,85,1000,500,0.377,qwen3vl,similarity_score,2026-07-06T23:07:27
I_2312_2367_frgp13,impostor,13,right,2312,2367,B,65,65,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:07:27
I_2312_2368_frgp13,impostor,13,right,2312,2368,B,65,65,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:07:27
I_2312_2369_frgp13,impostor,13,right,2312,2369,B,85,85,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:07:28
I_2312_2370_frgp13,impostor,13,right,2312,2370,B,65,65,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:07:28
I_2312_2371_frgp13,impostor,13,right,2312,2371,B,85,85,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:07:28
I_2312_2372_frgp13,impostor,13,right,2312,2372,B,65,65,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:07:29
I_2312_2373_frgp13,impostor,13,right,2312,2373,B,65,65,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:07:29
I_2312_2374_frgp13,impostor,13,right,2312,2374,B,85,85,1000,500,0.391,qwen3vl,similarity_score,2026-07-06T23:07:30
I_2312_2375_frgp13,impostor,13,right,2312,2375,B,65,65,1000,500,0.385,qwen3vl,similarity_score,2026-07-06T23:07:30
I_2312_2376_frgp13,impostor,13,right,2312,2376,B,65,65,1000,500,0.386,qwen3vl,similarity_score,2026-07-06T23:07:30
I_2312_2379_frgp13,impostor,13,right,2312,2379,B,65,65,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:07:31
I_2312_2380_frgp13,impostor,13,right,2312,2380,B,85,85,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:07:31
I_2312_2381_frgp13,impostor,13,right,2312,2381,B,65,65,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:07:31
I_2312_2383_frgp13,impostor,13,right,2312,2383,B,85,85,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:07:32
I_2312_2384_frgp13,impostor,13,right,2312,2384,B,85,85,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:07:32
I_2312_2386_frgp13,impostor,13,right,2312,2386,B,65,65,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:07:33
I_2312_2388_frgp13,impostor,13,right,2312,2388,B,65,65,1000,500,0.384,qwen3vl,similarity_score,2026-07-06T23:07:33
I_2312_2391_frgp13,impostor,13,right,2312,2391,B,85,85,1000,500,0.384,qwen3vl,similarity_score,2026-07-06T23:07:33
I_2312_2392_frgp13,impostor,13,right,2312,2392,B,85,85,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:07:34
I_2312_2394_frgp13,impostor,13,right,2312,2394,B,65,65,1000,500,0.378,qwen3vl,similarity_score,2026-07-06T23:07:34
I_2312_2395_frgp13,impostor,13,right,2312,2395,B,85,85,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:07:35
I_2312_2396_frgp13,impostor,13,right,2312,2396,B,65,65,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:07:35
I_2312_2398_frgp13,impostor,13,right,2312,2398,B,65,65,1000,500,0.385,qwen3vl,similarity_score,2026-07-06T23:07:35
I_2312_2399_frgp13,impostor,13,right,2312,2399,B,65,65,1000,500,0.384,qwen3vl,similarity_score,2026-07-06T23:07:36
I_2312_2401_frgp13,impostor,13,right,2312,2401,B,65,65,1000,500,0.385,qwen3vl,similarity_score,2026-07-06T23:07:36
I_2312_2402_frgp13,impostor,13,right,2312,2402,B,65,65,1000,500,0.389,qwen3vl,similarity_score,2026-07-06T23:07:36
I_2312_2403_frgp13,impostor,13,right,2312,2403,B,65,65,1000,500,0.39,qwen3vl,similarity_score,2026-07-06T23:07:37
I_2312_2405_frgp13,impostor,13,right,2312,2405,B,65,65,1000,500,0.388,qwen3vl,similarity_score,2026-07-06T23:07:37
I_2312_2406_frgp13,impostor,13,right,2312,2406,B,65,65,1000,500,0.389,qwen3vl,similarity_score,2026-07-06T23:07:38
I_2312_2407_frgp13,impostor,13,right,2312,2407,B,65,65,1000,500,0.387,qwen3vl,similarity_score,2026-07-06T23:07:38
I_2312_2408_frgp13,impostor,13,right,2312,2408,B,65,65,1000,500,0.392,qwen3vl,similarity_score,2026-07-06T23:07:38
I_2312_2409_frgp13,impostor,13,right,2312,2409,B,85,85,1000,500,0.408,qwen3vl,similarity_score,2026-07-06T23:07:39
I_2312_2412_frgp13,impostor,13,right,2312,2412,B,65,65,1000,500,0.398,qwen3vl,similarity_score,2026-07-06T23:07:39
I_2312_2413_frgp13,impostor,13,right,2312,2413,B,65,65,1000,500,0.397,qwen3vl,similarity_score,2026-07-06T23:07:40
I_2312_2415_frgp13,impostor,13,right,2312,2415,B,65,65,1000,500,0.385,qwen3vl,similarity_score,2026-07-06T23:07:40
I_2312_2418_frgp13,impostor,13,right,2312,2418,B,85,85,1000,500,0.391,qwen3vl,similarity_score,2026-07-06T23:07:40
I_2312_2423_frgp13,impostor,13,right,2312,2423,B,65,65,1000,500,0.391,qwen3vl,similarity_score,2026-07-06T23:07:41
I_2312_2424_frgp13,impostor,13,right,2312,2424,B,85,85,1000,500,0.403,qwen3vl,similarity_score,2026-07-06T23:07:41
I_2312_2425_frgp13,impostor,13,right,2312,2425,B,65,65,1000,500,0.397,qwen3vl,similarity_score,2026-07-06T23:07:42
I_2312_2426_frgp13,impostor,13,right,2312,2426,B,65,65,1000,500,0.397,qwen3vl,similarity_score,2026-07-06T23:07:42
I_2312_2428_frgp13,impostor,13,right,2312,2428,B,85,85,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:07:42
I_2312_2440_frgp13,impostor,13,right,2312,2440,B,85,85,1000,500,0.385,qwen3vl,similarity_score,2026-07-06T23:07:43
I_2312_2447_frgp13,impostor,13,right,2312,2447,B,65,65,1000,500,0.389,qwen3vl,similarity_score,2026-07-06T23:07:43
I_2312_2455_frgp13,impostor,13,right,2312,2455,B,65,65,1000,500,0.384,qwen3vl,similarity_score,2026-07-06T23:07:44
I_2312_2462_frgp13,impostor,13,right,2312,2462,B,85,85,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:07:44
I_2312_2463_frgp13,impostor,13,right,2312,2463,B,65,65,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:07:44
I_2312_2481_frgp13,impostor,13,right,2312,2481,B,65,65,1000,500,0.385,qwen3vl,similarity_score,2026-07-06T23:07:45
I_2313_2314_frgp13,impostor,13,right,2313,2314,B,65,65,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:07:45
I_2313_2315_frgp13,impostor,13,right,2313,2315,B,95,95,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:07:45
I_2313_2317_frgp13,impostor,13,right,2313,2317,B,95,95,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:07:46
I_2313_2319_frgp13,impostor,13,right,2313,2319,B,65,65,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:07:46
I_2313_2320_frgp13,impostor,13,right,2313,2320,B,65,65,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:07:47
I_2313_2321_frgp13,impostor,13,right,2313,2321,B,65,65,1000,500,0.379,qwen3vl,similarity_score,2026-07-06T23:07:47
I_2313_2325_frgp13,impostor,13,right,2313,2325,B,65,65,1000,500,0.384,qwen3vl,similarity_score,2026-07-06T23:07:47
I_2313_2326_frgp13,impostor,13,right,2313,2326,B,65,65,1000,500,0.389,qwen3vl,similarity_score,2026-07-06T23:07:48
I_2313_2327_frgp13,impostor,13,right,2313,2327,B,65,65,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:07:48
I_2313_2328_frgp13,impostor,13,right,2313,2328,B,65,65,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:07:48
I_2313_2329_frgp13,impostor,13,right,2313,2329,B,85,85,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:07:49
I_2313_2330_frgp13,impostor,13,right,2313,2330,B,65,65,1000,500,0.389,qwen3vl,similarity_score,2026-07-06T23:07:49
I_2313_2332_frgp13,impostor,13,right,2313,2332,B,65,65,1000,500,0.388,qwen3vl,similarity_score,2026-07-06T23:07:50
I_2313_2334_frgp13,impostor,13,right,2313,2334,B,65,65,1000,500,0.389,qwen3vl,similarity_score,2026-07-06T23:07:50
I_2313_2337_frgp13,impostor,13,right,2313,2337,B,85,85,1000,500,0.39,qwen3vl,similarity_score,2026-07-06T23:07:50
I_2313_2338_frgp13,impostor,13,right,2313,2338,B,95,95,1000,500,0.391,qwen3vl,similarity_score,2026-07-06T23:07:51
I_2313_2339_frgp13,impostor,13,right,2313,2339,B,65,65,1000,500,0.388,qwen3vl,similarity_score,2026-07-06T23:07:51
I_2313_2340_frgp13,impostor,13,right,2313,2340,B,85,85,1000,500,0.391,qwen3vl,similarity_score,2026-07-06T23:07:52
I_2313_2341_frgp13,impostor,13,right,2313,2341,B,65,65,1000,500,0.394,qwen3vl,similarity_score,2026-07-06T23:07:52
I_2313_2342_frgp13,impostor,13,right,2313,2342,B,65,65,1000,500,0.385,qwen3vl,similarity_score,2026-07-06T23:07:52
I_2313_2344_frgp13,impostor,13,right,2313,2344,B,65,65,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:07:53
I_2313_2348_frgp13,impostor,13,right,2313,2348,B,65,65,1000,500,0.389,qwen3vl,similarity_score,2026-07-06T23:07:53
I_2313_2349_frgp13,impostor,13,right,2313,2349,B,65,65,1000,500,0.386,qwen3vl,similarity_score,2026-07-06T23:07:54
I_2313_2351_frgp13,impostor,13,right,2313,2351,B,65,65,1000,500,0.384,qwen3vl,similarity_score,2026-07-06T23:07:54
I_2313_2352_frgp13,impostor,13,right,2313,2352,B,65,65,1000,500,0.385,qwen3vl,similarity_score,2026-07-06T23:07:54
I_2313_2353_frgp13,impostor,13,right,2313,2353,B,65,65,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:07:55
I_2313_2355_frgp13,impostor,13,right,2313,2355,B,65,65,1000,500,0.379,qwen3vl,similarity_score,2026-07-06T23:07:55
I_2313_2356_frgp13,impostor,13,right,2313,2356,B,65,65,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:07:55
I_2313_2357_frgp13,impostor,13,right,2313,2357,B,65,65,1000,500,0.387,qwen3vl,similarity_score,2026-07-06T23:07:56
I_2313_2358_frgp13,impostor,13,right,2313,2358,B,65,65,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:07:56
I_2313_2359_frgp13,impostor,13,right,2313,2359,B,65,65,1000,500,0.39,qwen3vl,similarity_score,2026-07-06T23:07:57
I_2313_2360_frgp13,impostor,13,right,2313,2360,B,65,65,1000,500,0.386,qwen3vl,similarity_score,2026-07-06T23:07:57
I_2313_2362_frgp13,impostor,13,right,2313,2362,B,65,65,1000,500,0.385,qwen3vl,similarity_score,2026-07-06T23:07:57
I_2313_2364_frgp13,impostor,13,right,2313,2364,B,65,65,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:07:58
