pair_id,label,category,device_pair,subject1,subject2,hand1,hand2,ground_truth,similarity_score,raw_response,latency_s,model,prompting_setting,timestamp
I_58398_96608_left_x,non-mated,primary_impostor,cross,58398,96608,left,left,B,65,65,0.4,qwen3vl,similarity_score,2026-08-22T21:58:21
I_57145_96608_left_x,non-mated,primary_impostor,cross,57145,96608,left,left,B,65,65,0.402,qwen3vl,similarity_score,2026-08-22T21:58:22
I_65030_93812_left_x,non-mated,primary_impostor,cross,65030,93812,left,left,B,65,65,0.395,qwen3vl,similarity_score,2026-08-22T21:58:22
I_32467_44595_left_s,non-mated,primary_impostor,same,32467,44595,left,left,B,65,65,0.419,qwen3vl,similarity_score,2026-08-22T21:58:23
G_32467_right_545,mated,primary_genuine,same,32467,32467,right,right,A,65,65,0.381,qwen3vl,similarity_score,2026-08-22T21:58:23
G_63029_left_1542,mated,primary_genuine,same,63029,63029,left,left,A,85,85,0.386,qwen3vl,similarity_score,2026-08-22T21:58:23
D_24101_33,non-mated,diagnostic_impostor,cross,24101,24101,left,right,B,65,65,0.397,qwen3vl,similarity_score,2026-08-22T21:58:24
G_99775_right_2928,mated,primary_genuine,cross,99775,99775,right,right,A,65,65,0.398,qwen3vl,similarity_score,2026-08-22T21:58:24
I_20294_87757_left_x,non-mated,primary_impostor,cross,20294,87757,left,left,B,65,65,0.41,qwen3vl,similarity_score,2026-08-22T21:58:25
G_58793_left_1383,mated,primary_genuine,cross,58793,58793,left,left,A,65,65,0.394,qwen3vl,similarity_score,2026-08-22T21:58:25
G_43210_left_550,mated,primary_genuine,same,43210,43210,left,left,A,65,65,0.412,qwen3vl,similarity_score,2026-08-22T21:58:25
D_57145_117,non-mated,diagnostic_impostor,cross,57145,57145,left,right,B,65,65,0.397,qwen3vl,similarity_score,2026-08-22T21:58:26
I_27295_76957_right_x,non-mated,primary_impostor,cross,27295,76957,right,right,B,65,65,0.398,qwen3vl,similarity_score,2026-08-22T21:58:26
G_57833_left_1192,mated,primary_genuine,same,57833,57833,left,left,A,95,95,0.379,qwen3vl,similarity_score,2026-08-22T21:58:27
G_93812_right_2656,mated,primary_genuine,cross,93812,93812,right,right,A,65,65,0.4,qwen3vl,similarity_score,2026-08-22T21:58:27
I_43210_56583_left_s,non-mated,primary_impostor,same,43210,56583,left,left,B,65,65,0.412,qwen3vl,similarity_score,2026-08-22T21:58:27
D_93812_268,non-mated,diagnostic_impostor,cross,93812,93812,left,right,B,65,65,0.392,qwen3vl,similarity_score,2026-08-22T21:58:28
D_58793_154,non-mated,diagnostic_impostor,same,58793,58793,left,right,B,65,65,0.383,qwen3vl,similarity_score,2026-08-22T21:58:28
G_65052_left_1759,mated,primary_genuine,cross,65052,65052,left,left,A,65,65,0.394,qwen3vl,similarity_score,2026-08-22T21:58:29
G_76957_right_2146,mated,primary_genuine,same,76957,76957,right,right,A,65,65,0.404,qwen3vl,similarity_score,2026-08-22T21:58:29
I_24101_43210_right_s,non-mated,primary_impostor,same,24101,43210,right,right,B,65,65,0.416,qwen3vl,similarity_score,2026-08-22T21:58:29
I_20294_27295_right_x,non-mated,primary_impostor,cross,20294,27295,right,right,B,65,65,0.408,qwen3vl,similarity_score,2026-08-22T21:58:30
G_44595_right_788,mated,primary_genuine,cross,44595,44595,right,right,A,65,65,0.39,qwen3vl,similarity_score,2026-08-22T21:58:30
I_57833_93812_right_s,non-mated,primary_impostor,same,57833,93812,right,right,B,65,65,0.412,qwen3vl,similarity_score,2026-08-22T21:58:31
D_47904_84,non-mated,diagnostic_impostor,cross,47904,47904,left,right,B,65,65,0.394,qwen3vl,similarity_score,2026-08-22T21:58:31
G_56583_left_852,mated,primary_genuine,cross,56583,56583,left,left,A,65,65,0.398,qwen3vl,similarity_score,2026-08-22T21:58:31
I_58793_65052_right_s,non-mated,primary_impostor,same,58793,65052,right,right,B,65,65,0.411,qwen3vl,similarity_score,2026-08-22T21:58:32
D_47904_87,non-mated,diagnostic_impostor,same,47904,47904,left,right,B,65,65,0.409,qwen3vl,similarity_score,2026-08-22T21:58:32
D_76957_219,non-mated,diagnostic_impostor,cross,76957,76957,left,right,B,65,65,0.395,qwen3vl,similarity_score,2026-08-22T21:58:33
I_47904_89171_right_x,non-mated,primary_impostor,cross,47904,89171,right,right,B,65,65,0.401,qwen3vl,similarity_score,2026-08-22T21:58:33
I_43210_58398_left_x,non-mated,primary_impostor,cross,43210,58398,left,left,B,65,65,0.398,qwen3vl,similarity_score,2026-08-22T21:58:33
D_56583_107,non-mated,diagnostic_impostor,cross,56583,56583,left,right,B,65,65,0.399,qwen3vl,similarity_score,2026-08-22T21:58:34
G_74850_left_2008,mated,primary_genuine,same,74850,74850,left,left,A,65,65,0.389,qwen3vl,similarity_score,2026-08-22T21:58:34
D_63029_167,non-mated,diagnostic_impostor,same,63029,63029,left,right,B,65,65,0.386,qwen3vl,similarity_score,2026-08-22T21:58:35
D_96608_277,non-mated,diagnostic_impostor,cross,96608,96608,left,right,B,65,65,0.397,qwen3vl,similarity_score,2026-08-22T21:58:35
G_83742_right_2340,mated,primary_genuine,same,83742,83742,right,right,A,65,65,0.386,qwen3vl,similarity_score,2026-08-22T21:58:35
I_56583_63029_left_x,non-mated,primary_impostor,cross,56583,63029,left,left,B,65,65,0.398,qwen3vl,similarity_score,2026-08-22T21:58:36
D_96608_280,non-mated,diagnostic_impostor,cross,96608,96608,left,right,B,65,65,0.394,qwen3vl,similarity_score,2026-08-22T21:58:36
I_65052_76957_left_x,non-mated,primary_impostor,cross,65052,76957,left,left,B,65,65,0.396,qwen3vl,similarity_score,2026-08-22T21:58:37
G_58398_right_1335,mated,primary_genuine,cross,58398,58398,right,right,A,65,65,0.399,qwen3vl,similarity_score,2026-08-22T21:58:37
D_83742_239,non-mated,diagnostic_impostor,cross,83742,83742,left,right,B,65,65,0.389,qwen3vl,similarity_score,2026-08-22T21:58:37
I_63029_83742_left_s,non-mated,primary_impostor,same,63029,83742,left,left,B,85,85,0.414,qwen3vl,similarity_score,2026-08-22T21:58:38
I_47904_56583_right_x,non-mated,primary_impostor,cross,47904,56583,right,right,B,65,65,0.393,qwen3vl,similarity_score,2026-08-22T21:58:38
G_57145_left_976,mated,primary_genuine,cross,57145,57145,left,left,A,65,65,0.398,qwen3vl,similarity_score,2026-08-22T21:58:39
G_76957_left_2132,mated,primary_genuine,same,76957,76957,left,left,A,85,85,0.376,qwen3vl,similarity_score,2026-08-22T21:58:39
D_57145_115,non-mated,diagnostic_impostor,same,57145,57145,left,right,B,65,65,0.405,qwen3vl,similarity_score,2026-08-22T21:58:39
I_43210_76957_left_x,non-mated,primary_impostor,cross,43210,76957,left,left,B,65,65,0.393,qwen3vl,similarity_score,2026-08-22T21:58:40
G_14493_right_109,mated,primary_genuine,cross,14493,14493,right,right,A,65,65,0.385,qwen3vl,similarity_score,2026-08-22T21:58:40
I_69658_74850_left_s,non-mated,primary_impostor,same,69658,74850,left,left,B,65,65,0.409,qwen3vl,similarity_score,2026-08-22T21:58:41
D_20294_16,non-mated,diagnostic_impostor,cross,20294,20294,left,right,B,65,65,0.395,qwen3vl,similarity_score,2026-08-22T21:58:41
I_58793_89171_left_x,non-mated,primary_impostor,cross,58793,89171,left,left,B,65,65,0.398,qwen3vl,similarity_score,2026-08-22T21:58:41
G_99775_left_2873,mated,primary_genuine,cross,99775,99775,left,left,A,65,65,0.391,qwen3vl,similarity_score,2026-08-22T21:58:42
D_58793_155,non-mated,diagnostic_impostor,cross,58793,58793,left,right,B,65,65,0.387,qwen3vl,similarity_score,2026-08-22T21:58:42
I_24101_57833_right_s,non-mated,primary_impostor,same,24101,57833,right,right,B,65,65,0.415,qwen3vl,similarity_score,2026-08-22T21:58:42
D_74850_210,non-mated,diagnostic_impostor,same,74850,74850,left,right,B,65,65,0.42,qwen3vl,similarity_score,2026-08-22T21:58:43
I_47904_65052_right_s,non-mated,primary_impostor,same,47904,65052,right,right,B,65,65,0.411,qwen3vl,similarity_score,2026-08-22T21:58:43
I_65030_89171_right_s,non-mated,primary_impostor,same,65030,89171,right,right,B,65,65,0.417,qwen3vl,similarity_score,2026-08-22T21:58:44
G_56583_right_912,mated,primary_genuine,cross,56583,56583,right,right,A,65,65,0.402,qwen3vl,similarity_score,2026-08-22T21:58:44
I_43210_76957_right_x,non-mated,primary_impostor,cross,43210,76957,right,right,B,65,65,0.401,qwen3vl,similarity_score,2026-08-22T21:58:45
I_47904_74850_right_s,non-mated,primary_impostor,same,47904,74850,right,right,B,65,65,0.411,qwen3vl,similarity_score,2026-08-22T21:58:45
D_47904_95,non-mated,diagnostic_impostor,same,47904,47904,left,right,B,85,85,0.411,qwen3vl,similarity_score,2026-08-22T21:58:45
G_44595_right_766,mated,primary_genuine,cross,44595,44595,right,right,A,65,65,0.401,qwen3vl,similarity_score,2026-08-22T21:58:46
G_43210_right_678,mated,primary_genuine,same,43210,43210,right,right,A,65,65,0.384,qwen3vl,similarity_score,2026-08-22T21:58:46
D_27295_41,non-mated,diagnostic_impostor,cross,27295,27295,left,right,B,65,65,0.398,qwen3vl,similarity_score,2026-08-22T21:58:47
I_58398_89171_left_s,non-mated,primary_impostor,same,58398,89171,left,left,B,65,65,0.414,qwen3vl,similarity_score,2026-08-22T21:58:47
I_24101_83742_left_x,non-mated,primary_impostor,cross,24101,83742,left,left,B,65,65,0.399,qwen3vl,similarity_score,2026-08-22T21:58:47
I_57833_65052_right_s,non-mated,primary_impostor,same,57833,65052,right,right,B,65,65,0.413,qwen3vl,similarity_score,2026-08-22T21:58:48
I_58793_63029_left_x,non-mated,primary_impostor,cross,58793,63029,left,left,B,65,65,0.403,qwen3vl,similarity_score,2026-08-22T21:58:48
G_57833_right_1242,mated,primary_genuine,cross,57833,57833,right,right,A,65,65,0.39,qwen3vl,similarity_score,2026-08-22T21:58:49
D_44595_79,non-mated,diagnostic_impostor,same,44595,44595,left,right,B,0,0,0.364,qwen3vl,similarity_score,2026-08-22T21:58:49
G_93812_right_2677,mated,primary_genuine,cross,93812,93812,right,right,A,65,65,0.394,qwen3vl,similarity_score,2026-08-22T21:58:49
I_44595_93812_right_x,non-mated,primary_impostor,cross,44595,93812,right,right,B,65,65,0.398,qwen3vl,similarity_score,2026-08-22T21:58:50
G_93812_right_2681,mated,primary_genuine,cross,93812,93812,right,right,A,65,65,0.389,qwen3vl,similarity_score,2026-08-22T21:58:50
I_57145_76957_right_s,non-mated,primary_impostor,same,57145,76957,right,right,B,65,65,0.414,qwen3vl,similarity_score,2026-08-22T21:58:51
I_43210_89171_right_x,non-mated,primary_impostor,cross,43210,89171,right,right,B,65,65,0.404,qwen3vl,similarity_score,2026-08-22T21:58:51
D_74850_211,non-mated,diagnostic_impostor,same,74850,74850,left,right,B,65,65,0.422,qwen3vl,similarity_score,2026-08-22T21:58:51
I_14493_65052_right_x,non-mated,primary_impostor,cross,14493,65052,right,right,B,65,65,0.405,qwen3vl,similarity_score,2026-08-22T21:58:52
G_58793_right_1458,mated,primary_genuine,same,58793,58793,right,right,A,65,65,0.385,qwen3vl,similarity_score,2026-08-22T21:58:52
G_93812_right_2688,mated,primary_genuine,same,93812,93812,right,right,A,85,85,0.387,qwen3vl,similarity_score,2026-08-22T21:58:53
G_56583_right_907,mated,primary_genuine,cross,56583,56583,right,right,A,65,65,0.401,qwen3vl,similarity_score,2026-08-22T21:58:53
I_57145_57833_left_s,non-mated,primary_impostor,same,57145,57833,left,left,B,85,85,0.416,qwen3vl,similarity_score,2026-08-22T21:58:53
G_65052_right_1852,mated,primary_genuine,same,65052,65052,right,right,A,65,65,0.387,qwen3vl,similarity_score,2026-08-22T21:58:54
I_57145_69658_left_x,non-mated,primary_impostor,cross,57145,69658,left,left,B,65,65,0.402,qwen3vl,similarity_score,2026-08-22T21:58:54
G_65030_right_1694,mated,primary_genuine,cross,65030,65030,right,right,A,65,65,0.395,qwen3vl,similarity_score,2026-08-22T21:58:55
D_93812_265,non-mated,diagnostic_impostor,same,93812,93812,left,right,B,65,65,0.409,qwen3vl,similarity_score,2026-08-22T21:58:55
I_43210_65030_left_x,non-mated,primary_impostor,cross,43210,65030,left,left,B,65,65,0.398,qwen3vl,similarity_score,2026-08-22T21:58:55
I_44595_89171_left_s,non-mated,primary_impostor,same,44595,89171,left,left,B,65,65,0.412,qwen3vl,similarity_score,2026-08-22T21:58:56
I_87757_93812_right_s,non-mated,primary_impostor,same,87757,93812,right,right,B,65,65,0.414,qwen3vl,similarity_score,2026-08-22T21:58:56
I_44595_99775_right_x,non-mated,primary_impostor,cross,44595,99775,right,right,B,65,65,0.402,qwen3vl,similarity_score,2026-08-22T21:58:57
G_87757_left_2398,mated,primary_genuine,same,87757,87757,left,left,A,65,65,0.39,qwen3vl,similarity_score,2026-08-22T21:58:57
I_43210_44595_right_s,non-mated,primary_impostor,same,43210,44595,right,right,B,65,65,0.414,qwen3vl,similarity_score,2026-08-22T21:58:57
G_57833_right_1256,mated,primary_genuine,same,57833,57833,right,right,A,65,65,0.38,qwen3vl,similarity_score,2026-08-22T21:58:58
I_43210_89171_left_s,non-mated,primary_impostor,same,43210,89171,left,left,B,65,65,0.412,qwen3vl,similarity_score,2026-08-22T21:58:58
G_69658_left_1884,mated,primary_genuine,cross,69658,69658,left,left,A,65,65,0.393,qwen3vl,similarity_score,2026-08-22T21:58:59
G_57833_left_1134,mated,primary_genuine,cross,57833,57833,left,left,A,65,65,0.402,qwen3vl,similarity_score,2026-08-22T21:58:59
G_44595_left_695,mated,primary_genuine,same,44595,44595,left,left,A,65,65,0.407,qwen3vl,similarity_score,2026-08-22T21:58:59
D_44595_75,non-mated,diagnostic_impostor,cross,44595,44595,left,right,B,65,65,0.394,qwen3vl,similarity_score,2026-08-22T21:59:00
D_58793_149,non-mated,diagnostic_impostor,same,58793,58793,left,right,B,65,65,0.381,qwen3vl,similarity_score,2026-08-22T21:59:00
G_65052_left_1726,mated,primary_genuine,same,65052,65052,left,left,A,65,65,0.413,qwen3vl,similarity_score,2026-08-22T21:59:01
I_57145_69658_right_x,non-mated,primary_impostor,cross,57145,69658,right,right,B,65,65,0.402,qwen3vl,similarity_score,2026-08-22T21:59:01
G_20294_right_261,mated,primary_genuine,cross,20294,20294,right,right,A,65,65,0.395,qwen3vl,similarity_score,2026-08-22T21:59:01
I_65030_87757_right_s,non-mated,primary_impostor,same,65030,87757,right,right,B,65,65,0.415,qwen3vl,similarity_score,2026-08-22T21:59:02
I_24101_57833_right_x,non-mated,primary_impostor,cross,24101,57833,right,right,B,65,65,0.402,qwen3vl,similarity_score,2026-08-22T21:59:02
G_44595_left_739,mated,primary_genuine,same,44595,44595,left,left,A,0,0,0.373,qwen3vl,similarity_score,2026-08-22T21:59:03
I_63029_99775_right_x,non-mated,primary_impostor,cross,63029,99775,right,right,B,65,65,0.394,qwen3vl,similarity_score,2026-08-22T21:59:03
G_24101_right_305,mated,primary_genuine,same,24101,24101,right,right,A,65,65,0.386,qwen3vl,similarity_score,2026-08-22T21:59:03
G_65052_left_1758,mated,primary_genuine,cross,65052,65052,left,left,A,65,65,0.402,qwen3vl,similarity_score,2026-08-22T21:59:04
I_56583_83742_left_s,non-mated,primary_impostor,same,56583,83742,left,left,B,65,65,0.417,qwen3vl,similarity_score,2026-08-22T21:59:04
D_58398_139,non-mated,diagnostic_impostor,cross,58398,58398,left,right,B,65,65,0.395,qwen3vl,similarity_score,2026-08-22T21:59:05
G_32467_right_538,mated,primary_genuine,same,32467,32467,right,right,A,65,65,0.38,qwen3vl,similarity_score,2026-08-22T21:59:05
D_47904_91,non-mated,diagnostic_impostor,same,47904,47904,left,right,B,65,65,0.41,qwen3vl,similarity_score,2026-08-22T21:59:05
G_47904_left_822,mated,primary_genuine,cross,47904,47904,left,left,A,65,65,0.397,qwen3vl,similarity_score,2026-08-22T21:59:06
G_87757_left_2365,mated,primary_genuine,cross,87757,87757,left,left,A,65,65,0.396,qwen3vl,similarity_score,2026-08-22T21:59:06
I_14493_58398_right_s,non-mated,primary_impostor,same,14493,58398,right,right,B,65,65,0.414,qwen3vl,similarity_score,2026-08-22T21:59:07
I_56583_58398_right_s,non-mated,primary_impostor,same,56583,58398,right,right,B,65,65,0.415,qwen3vl,similarity_score,2026-08-22T21:59:07
I_24101_65030_left_s,non-mated,primary_impostor,same,24101,65030,left,left,B,65,65,0.409,qwen3vl,similarity_score,2026-08-22T21:59:07
G_56583_left_864,mated,primary_genuine,cross,56583,56583,left,left,A,65,65,0.393,qwen3vl,similarity_score,2026-08-22T21:59:08
I_74850_83742_right_s,non-mated,primary_impostor,same,74850,83742,right,right,B,65,65,0.413,qwen3vl,similarity_score,2026-08-22T21:59:08
I_24101_74850_right_s,non-mated,primary_impostor,same,24101,74850,right,right,B,65,65,0.418,qwen3vl,similarity_score,2026-08-22T21:59:09
I_65030_69658_right_s,non-mated,primary_impostor,same,65030,69658,right,right,B,85,85,0.412,qwen3vl,similarity_score,2026-08-22T21:59:09
I_89171_99775_right_s,non-mated,primary_impostor,same,89171,99775,right,right,B,65,65,0.414,qwen3vl,similarity_score,2026-08-22T21:59:09
I_63029_99775_left_x,non-mated,primary_impostor,cross,63029,99775,left,left,B,65,65,0.395,qwen3vl,similarity_score,2026-08-22T21:59:10
I_14493_27295_right_x,non-mated,primary_impostor,cross,14493,27295,right,right,B,65,65,0.406,qwen3vl,similarity_score,2026-08-22T21:59:10
I_24101_87757_left_s,non-mated,primary_impostor,same,24101,87757,left,left,B,65,65,0.414,qwen3vl,similarity_score,2026-08-22T21:59:11
D_20294_19,non-mated,diagnostic_impostor,cross,20294,20294,left,right,B,65,65,0.408,qwen3vl,similarity_score,2026-08-22T21:59:11
I_57833_58793_right_s,non-mated,primary_impostor,same,57833,58793,right,right,B,85,85,0.41,qwen3vl,similarity_score,2026-08-22T21:59:11
I_47904_89171_left_x,non-mated,primary_impostor,cross,47904,89171,left,left,B,65,65,0.405,qwen3vl,similarity_score,2026-08-22T21:59:12
G_32467_left_455,mated,primary_genuine,cross,32467,32467,left,left,A,65,65,0.399,qwen3vl,similarity_score,2026-08-22T21:59:12
G_24101_right_303,mated,primary_genuine,cross,24101,24101,right,right,A,65,65,0.397,qwen3vl,similarity_score,2026-08-22T21:59:13
D_47904_85,non-mated,diagnostic_impostor,same,47904,47904,left,right,B,65,65,0.413,qwen3vl,similarity_score,2026-08-22T21:59:13
G_43210_right_675,mated,primary_genuine,same,43210,43210,right,right,A,65,65,0.386,qwen3vl,similarity_score,2026-08-22T21:59:13
I_24101_58398_right_s,non-mated,primary_impostor,same,24101,58398,right,right,B,65,65,0.414,qwen3vl,similarity_score,2026-08-22T21:59:14
D_83742_233,non-mated,diagnostic_impostor,cross,83742,83742,left,right,B,65,65,0.387,qwen3vl,similarity_score,2026-08-22T21:59:14
G_27295_right_398,mated,primary_genuine,cross,27295,27295,right,right,A,65,65,0.394,qwen3vl,similarity_score,2026-08-22T21:59:15
D_20294_14,non-mated,diagnostic_impostor,cross,20294,20294,left,right,B,65,65,0.393,qwen3vl,similarity_score,2026-08-22T21:59:15
G_58398_right_1349,mated,primary_genuine,cross,58398,58398,right,right,A,65,65,0.392,qwen3vl,similarity_score,2026-08-22T21:59:15
D_44595_81,non-mated,diagnostic_impostor,cross,44595,44595,left,right,B,65,65,0.392,qwen3vl,similarity_score,2026-08-22T21:59:16
I_57833_99775_left_s,non-mated,primary_impostor,same,57833,99775,left,left,B,65,65,0.412,qwen3vl,similarity_score,2026-08-22T21:59:16
G_99775_right_2922,mated,primary_genuine,cross,99775,99775,right,right,A,65,65,0.391,qwen3vl,similarity_score,2026-08-22T21:59:17
D_65030_179,non-mated,diagnostic_impostor,same,65030,65030,left,right,B,65,65,0.378,qwen3vl,similarity_score,2026-08-22T21:59:17
G_47904_right_829,mated,primary_genuine,same,47904,47904,right,right,A,65,65,0.409,qwen3vl,similarity_score,2026-08-22T21:59:17
G_24101_right_306,mated,primary_genuine,same,24101,24101,right,right,A,65,65,0.385,qwen3vl,similarity_score,2026-08-22T21:59:18
I_57833_74850_left_x,non-mated,primary_impostor,cross,57833,74850,left,left,B,65,65,0.4,qwen3vl,similarity_score,2026-08-22T21:59:18
G_76957_right_2153,mated,primary_genuine,same,76957,76957,right,right,A,85,85,0.408,qwen3vl,similarity_score,2026-08-22T21:59:19
G_63029_left_1538,mated,primary_genuine,same,63029,63029,left,left,A,85,85,0.385,qwen3vl,similarity_score,2026-08-22T21:59:19
I_32467_43210_right_x,non-mated,primary_impostor,cross,32467,43210,right,right,B,65,65,0.402,qwen3vl,similarity_score,2026-08-22T21:59:19
I_20294_65052_right_s,non-mated,primary_impostor,same,20294,65052,right,right,B,65,65,0.42,qwen3vl,similarity_score,2026-08-22T21:59:20
I_44595_58793_right_x,non-mated,primary_impostor,cross,44595,58793,right,right,B,65,65,0.396,qwen3vl,similarity_score,2026-08-22T21:59:20
I_56583_74850_right_s,non-mated,primary_impostor,same,56583,74850,right,right,B,65,65,0.416,qwen3vl,similarity_score,2026-08-22T21:59:21
D_43210_62,non-mated,diagnostic_impostor,same,43210,43210,left,right,B,65,65,0.413,qwen3vl,similarity_score,2026-08-22T21:59:21
I_57833_99775_left_x,non-mated,primary_impostor,cross,57833,99775,left,left,B,65,65,0.391,qwen3vl,similarity_score,2026-08-22T21:59:21
G_44595_right_812,mated,primary_genuine,same,44595,44595,right,right,A,85,85,0.378,qwen3vl,similarity_score,2026-08-22T21:59:22
G_32467_left_420,mated,primary_genuine,same,32467,32467,left,left,A,65,65,0.42,qwen3vl,similarity_score,2026-08-22T21:59:22
G_27295_right_377,mated,primary_genuine,cross,27295,27295,right,right,A,65,65,0.398,qwen3vl,similarity_score,2026-08-22T21:59:23
D_76957_216,non-mated,diagnostic_impostor,cross,76957,76957,left,right,B,65,65,0.384,qwen3vl,similarity_score,2026-08-22T21:59:23
D_14493_3,non-mated,diagnostic_impostor,same,14493,14493,left,right,B,65,65,0.399,qwen3vl,similarity_score,2026-08-22T21:59:23
I_24101_58793_left_x,non-mated,primary_impostor,cross,24101,58793,left,left,B,65,65,0.397,qwen3vl,similarity_score,2026-08-22T21:59:24
I_24101_65030_right_s,non-mated,primary_impostor,same,24101,65030,right,right,B,65,65,0.413,qwen3vl,similarity_score,2026-08-22T21:59:24
I_56583_63029_left_s,non-mated,primary_impostor,same,56583,63029,left,left,B,65,65,0.412,qwen3vl,similarity_score,2026-08-22T21:59:25
I_43210_57833_left_s,non-mated,primary_impostor,same,43210,57833,left,left,B,65,65,0.41,qwen3vl,similarity_score,2026-08-22T21:59:25
I_43210_63029_left_s,non-mated,primary_impostor,same,43210,63029,left,left,B,65,65,0.411,qwen3vl,similarity_score,2026-08-22T21:59:25
G_57145_left_960,mated,primary_genuine,same,57145,57145,left,left,A,85,85,0.412,qwen3vl,similarity_score,2026-08-22T21:59:26
G_27295_left_337,mated,primary_genuine,cross,27295,27295,left,left,A,65,65,0.414,qwen3vl,similarity_score,2026-08-22T21:59:26
G_89171_left_2527,mated,primary_genuine,same,89171,89171,left,left,A,85,85,0.382,qwen3vl,similarity_score,2026-08-22T21:59:27
G_27295_left_361,mated,primary_genuine,same,27295,27295,left,left,A,65,65,0.38,qwen3vl,similarity_score,2026-08-22T21:59:27
I_44595_56583_right_s,non-mated,primary_impostor,same,44595,56583,right,right,B,85,85,0.413,qwen3vl,similarity_score,2026-08-22T21:59:27
I_76957_83742_right_x,non-mated,primary_impostor,cross,76957,83742,right,right,B,65,65,0.397,qwen3vl,similarity_score,2026-08-22T21:59:28
D_43210_66,non-mated,diagnostic_impostor,cross,43210,43210,left,right,B,65,65,0.386,qwen3vl,similarity_score,2026-08-22T21:59:28
I_57833_87757_left_x,non-mated,primary_impostor,cross,57833,87757,left,left,B,65,65,0.397,qwen3vl,similarity_score,2026-08-22T21:59:29
I_27295_57833_left_x,non-mated,primary_impostor,cross,27295,57833,left,left,B,65,65,0.399,qwen3vl,similarity_score,2026-08-22T21:59:29
I_56583_76957_right_x,non-mated,primary_impostor,cross,56583,76957,right,right,B,65,65,0.4,qwen3vl,similarity_score,2026-08-22T21:59:29
D_76957_217,non-mated,diagnostic_impostor,same,76957,76957,left,right,B,65,65,0.412,qwen3vl,similarity_score,2026-08-22T21:59:30
G_89171_left_2496,mated,primary_genuine,same,89171,89171,left,left,A,65,65,0.424,qwen3vl,similarity_score,2026-08-22T21:59:30
I_32467_57145_left_s,non-mated,primary_impostor,same,32467,57145,left,left,B,65,65,0.418,qwen3vl,similarity_score,2026-08-22T21:59:31
G_96608_right_2788,mated,primary_genuine,cross,96608,96608,right,right,A,65,65,0.398,qwen3vl,similarity_score,2026-08-22T21:59:31
I_58793_87757_left_x,non-mated,primary_impostor,cross,58793,87757,left,left,B,65,65,0.4,qwen3vl,similarity_score,2026-08-22T21:59:31
G_58398_right_1321,mated,primary_genuine,cross,58398,58398,right,right,A,65,65,0.398,qwen3vl,similarity_score,2026-08-22T21:59:32
I_47904_56583_left_x,non-mated,primary_impostor,cross,47904,56583,left,left,B,65,65,0.398,qwen3vl,similarity_score,2026-08-22T21:59:32
D_65052_188,non-mated,diagnostic_impostor,same,65052,65052,left,right,B,65,65,0.384,qwen3vl,similarity_score,2026-08-22T21:59:33
I_44595_87757_left_x,non-mated,primary_impostor,cross,44595,87757,left,left,B,65,65,0.396,qwen3vl,similarity_score,2026-08-22T21:59:33
D_99775_290,non-mated,diagnostic_impostor,cross,99775,99775,left,right,B,65,65,0.395,qwen3vl,similarity_score,2026-08-22T21:59:33
G_83742_right_2269,mated,primary_genuine,same,83742,83742,right,right,A,95,95,0.411,qwen3vl,similarity_score,2026-08-22T21:59:34
G_32467_right_485,mated,primary_genuine,same,32467,32467,right,right,A,85,85,0.411,qwen3vl,similarity_score,2026-08-22T21:59:34
D_58398_140,non-mated,diagnostic_impostor,same,58398,58398,left,right,B,65,65,0.38,qwen3vl,similarity_score,2026-08-22T21:59:35
I_57145_87757_right_s,non-mated,primary_impostor,same,57145,87757,right,right,B,85,85,0.413,qwen3vl,similarity_score,2026-08-22T21:59:35
D_57833_123,non-mated,diagnostic_impostor,same,57833,57833,left,right,B,65,65,0.41,qwen3vl,similarity_score,2026-08-22T21:59:35
D_83742_229,non-mated,diagnostic_impostor,cross,83742,83742,left,right,B,65,65,0.393,qwen3vl,similarity_score,2026-08-22T21:59:36
D_43210_61,non-mated,diagnostic_impostor,cross,43210,43210,left,right,B,65,65,0.398,qwen3vl,similarity_score,2026-08-22T21:59:36
D_57145_119,non-mated,diagnostic_impostor,same,57145,57145,left,right,B,85,85,0.407,qwen3vl,similarity_score,2026-08-22T21:59:37
D_58398_143,non-mated,diagnostic_impostor,cross,58398,58398,left,right,B,65,65,0.394,qwen3vl,similarity_score,2026-08-22T21:59:37
G_69658_left_1883,mated,primary_genuine,cross,69658,69658,left,left,A,65,65,0.392,qwen3vl,similarity_score,2026-08-22T21:59:37
G_57833_right_1204,mated,primary_genuine,same,57833,57833,right,right,A,85,85,0.416,qwen3vl,similarity_score,2026-08-22T21:59:38
D_89171_254,non-mated,diagnostic_impostor,cross,89171,89171,left,right,B,65,65,0.396,qwen3vl,similarity_score,2026-08-22T21:59:38
I_57833_69658_right_s,non-mated,primary_impostor,same,57833,69658,right,right,B,65,65,0.411,qwen3vl,similarity_score,2026-08-22T21:59:39
I_14493_57833_right_x,non-mated,primary_impostor,cross,14493,57833,right,right,B,65,65,0.401,qwen3vl,similarity_score,2026-08-22T21:59:39
I_57145_63029_right_x,non-mated,primary_impostor,cross,57145,63029,right,right,B,65,65,0.402,qwen3vl,similarity_score,2026-08-22T21:59:39
D_47904_88,non-mated,diagnostic_impostor,cross,47904,47904,left,right,B,65,65,0.389,qwen3vl,similarity_score,2026-08-22T21:59:40
